"species","stat.abund_max","stat.no_sites_abund_max","stat.no_sites_abund","stat.no_sites_abund_over25","stat.abund_median","stat.abund_mean","stat.no_sites_recorded","SELECTION"
"Silene flos-cuculi (L.) Greuter & Burdet",37.5,1,4,1,0.5,9.75,4,"all"
"Silene latifolia Poiret",37.5,1,5,1,0.5,7.9,5,"all"
"Silene nutans L. subsp. nutans",37.5,2,35,2,0.5,2.61428571428571,35,"all"
"Silene otites (L.) Wibel",37.5,4,18,4,0.5,8.72222222222222,19,"all"
"Silene rupestris L.",37.5,2,32,2,0.5,2.8125,33,"all"
"Silene vulgaris (Moench) Garcke",37.5,1,5,1,0.5,7.9,5,"all"
"Silene vulgaris (Moench) Garcke subsp. vulgaris",37.5,12,60,12,0.5,8.38333333333333,60,"all"
"Sisymbrium officinale (L.) Scop.",37.5,1,1,1,37.5,37.5,1,"all"
"Sisymbrium strictissimum L.",37.5,1,1,1,37.5,37.5,1,"all"
"Soldanella alpina L.",37.5,9,33,9,0.5,11.469696969697,33,"all"
"Solidago gigantea Aiton",37.5,1,2,1,19,19,2,"all"
"Solidago virgaurea L.",37.5,1,3,1,0.5,12.8333333333333,4,"all"
"Solidago virgaurea L. subsp. alpestris (Waldst. & Kit. ex Walld.) Gremli",0.5,9,9,0,0.5,0.5,9,"all"
"Solidago virgaurea L. subsp. virgaurea",37.5,1,15,1,0.5,2.96666666666667,15,"all"
"Sonchus oleraceus L.",0.5,2,2,0,0.5,0.5,2,"all"
"Sorbus aria (L.) Crantz",37.5,2,4,2,19,19,4,"all"
"Sorbus aucuparia L.",37.5,4,31,4,0.5,6.20967741935484,31,"all"
"Sorbus chamaemespilus (L.) Crantz",0.5,2,2,0,0.5,0.5,2,"all"
"Sorbus mougeotii Soyer-Willemet & Godron",0.5,8,8,0,0.5,0.5,8,"all"
"Sparganium angustifolium Michaux",87.5,1,3,3,62.5,70.8333333333333,3,"all"
"Spergularia rubra (L.) J. & C. Presl",37.5,1,2,1,19,19,2,"all"
"Stachys alpina L.",0.5,1,1,0,0.5,0.5,1,"all"
"Stachys officinalis (L.) Tr.visan",37.5,3,19,3,0.5,7.10526315789474,19,"all"
"Stachys pradica (Zanted.) Greuter & Pignatti",0.5,5,5,0,0.5,0.5,5,"all"
"Stachys recta L.",37.5,4,45,4,0.5,3.78888888888889,46,"all"
"Stachys sylvatica L.",37.5,2,5,2,0.5,15.3,5,"all"
"Stellaria graminea L.",37.5,4,13,4,0.5,13,13,"all"
"Stellaria media (L.) Vill.",15,1,3,0,0.5,5.33333333333333,3,"all"
"Stellaria nemorum L.",37.5,4,7,4,37.5,25.7857142857143,7,"all"
"Stellaria nemorum L. subsp. montana (Pierrat) Berher",37.5,1,2,1,26.25,26.25,2,"all"
"Stipa capillata L.",37.5,1,3,1,15,22.5,3,"all"
"Stipa eriocaulis Borb.s subsp. eriocaulis",37.5,1,2,1,19,19,2,"all"
"Streptopus amplexifolius (L.) DC.",37.5,1,3,1,0.5,12.8333333333333,3,"all"
"Succisa pratensis Moench",0.5,2,2,0,0.5,0.5,2,"all"
"Swertia perennis L.",37.5,1,2,1,26.25,26.25,2,"all"
"Symphytum officinale L.",0.5,1,1,0,0.5,0.5,1,"all"
"Tamus communis L.",0.5,1,1,0,0.5,0.5,1,"all"
"Taraxacum officinale groupe",62.5,1,25,8,0.5,14.5,25,"all"
"Taraxacum schroeterianum Hand.-Mazz.",0.5,1,1,0,0.5,0.5,1,"all"
"Taxus baccata L.",15,1,1,0,15,15,1,"all"
"Teucrium chamaedrys L.",37.5,15,34,15,15,19.3823529411765,35,"all"
"Teucrium montanum L.",37.5,1,6,1,0.5,6.66666666666667,6,"all"
"Teucrium scorodonia L.",37.5,2,5,2,0.5,15.3,6,"all"
"Thalictrum aquilegiifolium L., 1753",0.5,5,5,0,0.5,0.5,5,"all"
"Thalictrum minus L. subsp. saxatile Cesati",37.5,3,6,3,19,19,6,"all"
"Thesium alpinum L.",0.5,15,15,0,0.5,0.5,15,"all"
"Thesium pyrenaicum Pourret",37.5,1,8,1,0.5,5.125,8,"all"
"Thlaspi arvense L.",0.5,3,3,0,0.5,0.5,3,"all"
"Thymus pulegioides L.",37.5,6,32,6,0.5,9.25,33,"all"
"Thymus pulegioides L. subsp. pannonicus (All.) Kergu.len",0.5,2,2,0,0.5,0.5,2,"all"
"Thymus serpyllum groupe",37.5,9,38,9,0.5,11.5526315789474,39,"all"
"Tilia cordata Miller",37.5,2,3,2,37.5,25.1666666666667,3,"all"
"Tilia platyphyllos Scop.",37.5,1,2,1,19,19,2,"all"
"Tofieldia calyculata (L.) Wahlenb.",37.5,9,23,9,0.5,15.6086956521739,23,"all"
"Tofieldia pusilla (Michx.) Pers., 1805",0.5,2,2,0,0.5,0.5,2,"all"
"Tolpis staticifolia (All.) Schultz Bip.",37.5,3,10,3,0.5,13.05,10,"all"
"Torilis arvensis (Hudson) Link subsp. arvensis",0.5,3,3,0,0.5,0.5,3,"all"
"Tragopogon dubius Scop.",0.5,1,1,0,0.5,0.5,1,"all"
"Tragopogon pratensis L.",37.5,4,11,4,0.5,13.9545454545455,11,"all"
"Tragopogon pratensis L. subsp. orientalis (L.) Celak.",37.5,5,33,5,0.5,6.10606060606061,33,"all"
"Traunsteinera globosa (L.) Reichenb.",0.5,2,2,0,0.5,0.5,2,"all"
"Trichophorum cespitosum (L.) Hartman subsp. cespitosum",87.5,1,36,24,37.5,33.0277777777778,36,"all"
"Trichophorum pumilum (Vahl) Schinz & Thell.",37.5,1,4,1,7.75,13.375,4,"all"
"Trientalis europaea L.",37.5,2,3,2,37.5,30,3,"all"
"Trifolium alpestre L.",0.5,4,4,0,0.5,0.5,4,"all"
"Trifolium alpinum L.",37.5,17,50,17,7.75,15.4,50,"all"
"Trifolium arvense L.",37.5,3,15,3,0.5,9.83333333333333,15,"all"
"Trifolium aureum Pollich",15,2,16,0,0.5,2.3125,16,"all"
"Trifolium badium Schreber",37.5,7,39,7,0.5,8.25641025641026,39,"all"
"Trifolium campestre Schreber",37.5,3,14,3,0.5,10.5,14,"all"
"Trifolium hybridum L.",15,1,3,0,0.5,5.33333333333333,3,"all"
"Trifolium medium L.",37.5,1,6,1,0.5,9.08333333333333,6,"all"
"Trifolium montanum L.",37.5,9,40,9,0.5,10.275,40,"all"
"Trifolium ochroleucon Hudson",0.5,2,2,0,0.5,0.5,2,"all"
"Trifolium pallescens Schreber",37.5,1,11,1,0.5,5.18181818181818,11,"all"
"Trifolium patens Schreber",0.5,1,1,0,0.5,0.5,1,"all"
"Trifolium pratense L.",37.5,45,126,45,15,16.5912698412698,127,"all"
"Trifolium pratense L. subsp. nivale (Koch) Cesati [1844]",0.5,1,1,0,0.5,0.5,1,"all"
"Trifolium repens L.",37.5,24,76,24,0.5,14.6644736842105,77,"all"
"Trifolium rubens L.",0.5,2,2,0,0.5,0.5,2,"all"
"Trifolium spadiceum L.",0.5,1,1,0,0.5,0.5,1,"all"
"Trifolium thalii Vill.",37.5,1,7,1,0.5,7.85714285714286,7,"all"
"Triglochin palustre L.",15,1,5,0,0.5,3.4,5,"all"
"Trisetum distichophyllum (Vill.) P. Beauv. ex Roemer &",37.5,1,3,1,0.5,12.8333333333333,3,"all"
"Trisetum flavescens (L.) P. Beauv. subsp. flavescens",37.5,31,69,31,15,20.2753623188406,69,"all"
"Trisetum spicatum (L.) K. Richter subsp. ovatipaniculatum Hult.n ex Jonsell",0.5,1,1,0,0.5,0.5,1,"all"
"Trollius europaeus L.",37.5,6,31,6,0.5,10,31,"all"
"Tussilago farfara L.",37.5,5,16,5,0.5,12.0625,16,"all"
"Ulmus glabra Hudson",37.5,2,5,2,0.5,15.3,5,"all"
"Ulmus minor Miller",0.5,2,2,0,0.5,0.5,2,"all"
"Urtica dioica L.",37.5,10,26,10,7.75,16.4038461538462,26,"all"
"Utricularia minor L.",0.5,1,1,0,0.5,0.5,1,"all"
"Vaccinium microcarpum (Turcz. ex Rupr.) Schmalh.",37.5,2,3,2,37.5,25.1666666666667,3,"all"
"Vaccinium myrtillus L.",87.5,2,94,47,26.25,25.4734042553191,94,"all"
"Vaccinium uliginosum L.",37.5,8,14,8,37.5,24.75,14,"all"
"Vaccinium uliginosum L. subsp. microphyllum (Lange) Tolm.",62.5,2,46,21,15,22.5760869565217,46,"all"
"Vaccinium uliginosum L. subsp. uliginosum",37.5,12,20,12,37.5,25.6,20,"all"
"Vaccinium vitis-idaea L., 1753",37.5,10,31,10,0.5,14.3064516129032,31,"all"
"Valeriana dioica L.",37.5,9,23,9,15,16.8695652173913,23,"all"
"Valeriana montana L.",37.5,1,4,1,0.5,9.75,4,"all"
"Valeriana officinalis L.",37.5,3,24,3,0.5,5.125,24,"all"
"Valeriana officinalis L. subsp. officinalis",0.5,2,2,0,0.5,0.5,2,"all"
"Valeriana officinalis L. subsp. tenuifolia (Vahl) Sch.bl. & Martens",0.5,2,2,0,0.5,0.5,2,"all"
"Valeriana tripteris L.",37.5,1,14,1,0.5,3.14285714285714,14,"all"
"Veratrum lobelianum Bernh. in Schrader",37.5,18,45,18,0.5,15.6222222222222,45,"all"
"Verbascum lychnitis L.",37.5,4,16,4,0.5,10.65625,17,"all"
"Verbascum nigrum L.",37.5,1,2,1,19,19,2,"all"
"Verbascum thapsus L.",0.5,2,2,0,0.5,0.5,2,"all"
"Verbascum thapsus L. subsp. montanum (Schrader) Bonnier & Layens",0.5,4,4,0,0.5,0.5,4,"all"
"Verbena officinalis L.",0.5,6,6,0,0.5,0.5,6,"all"
"Veronica alpina L.",37.5,2,24,2,0.5,4.1875,24,"all"
"Veronica aphylla L.",37.5,1,2,1,19,19,2,"all"
"Veronica arvensis L.",0.5,15,15,0,0.5,0.5,15,"all"
"Veronica austriaca L. subsp. teucrium (L.) D.A. Webb",0.5,1,1,0,0.5,0.5,1,"all"
"Veronica bellidioides L.",37.5,4,20,4,0.5,7.9,20,"all"
"Veronica chamaedrys L.",37.5,5,34,5,0.5,5.94117647058824,34,"all"
"Veronica fruticans Jacq.",37.5,3,12,3,0.5,9.75,12,"all"
"Veronica fruticulosa L.",0.5,1,1,0,0.5,0.5,1,"all"
"Veronica montana L.",0.5,1,1,0,0.5,0.5,1,"all"
"Veronica officinalis L.",37.5,2,25,2,0.5,3.46,25,"all"
"Veronica persica Poiret",37.5,1,3,1,0.5,12.8333333333333,3,"all"
"Veronica scutellata L., 1753",0.5,1,1,0,0.5,0.5,1,"all"
"Veronica serpyllifolia L.",15,1,2,0,7.75,7.75,2,"all"
"Veronica serpyllifolia L. subsp. humifusa (Dickson) Syme",37.5,2,3,2,37.5,25.1666666666667,3,"all"
"Veronica serpyllifolia L. subsp. serpyllifolia",0.5,2,2,0,0.5,0.5,2,"all"
"Veronica spicata L.",37.5,3,11,3,0.5,10.5909090909091,11,"all"
"Veronica urticifolia Jacq.",37.5,5,11,5,0.5,17.3181818181818,11,"all"
"Viburnum lantana L.",37.5,1,1,1,37.5,37.5,1,"all"
"Viburnum opulus L.",37.5,1,2,1,19,19,2,"all"
"Vicia cracca L.",37.5,10,27,10,0.5,15.8148148148148,27,"all"
"Vicia hirsuta (L.) S.F. Gray",0.5,5,5,0,0.5,0.5,5,"all"
"Vicia sativa L.",37.5,1,7,1,0.5,5.78571428571429,7,"all"
"Vicia sativa L. subsp. nigra (L.) Ehrh.",15,1,12,0,0.5,1.70833333333333,12,"all"
"Vicia sativa L. subsp. sativa",0.5,1,1,0,0.5,0.5,1,"all"
"Vicia sepium L.",0.5,11,11,0,0.5,0.5,11,"all"
"Vincetoxicum hirundinaria Medik.",37.5,3,21,3,0.5,5.78571428571429,22,"all"
"Viola alba Besser",0.5,1,1,0,0.5,0.5,1,"all"
"Viola arvensis Murray",0.5,6,6,0,0.5,0.5,6,"all"
"Viola biflora L.",37.5,3,23,3,0.5,7.21739130434783,23,"all"
"Viola calcarata L.",37.5,1,11,1,0.5,3.86363636363636,11,"all"
"Viola canina L.",0.5,1,1,0,0.5,0.5,1,"all"
"Viola canina L. subsp. ruppii (All.) Sch.bl. & Martens",37.5,2,5,2,0.5,15.3,5,"all"
"Viola hirta L.",0.5,9,9,0,0.5,0.5,9,"all"
"Viola odorata L.",37.5,1,1,1,37.5,37.5,1,"all"
"Viola palustris L.",37.5,9,28,9,0.5,13.4285714285714,28,"all"
"Viola reichenbachiana Jordan ex Boreau",37.5,1,2,1,19,19,2,"all"
"Viola riviniana Reichenb.",0.5,4,4,0,0.5,0.5,4,"all"
"Viola saxatilis F.W. Schmidt",0.5,11,11,0,0.5,0.5,11,"all"
"Viola thomasiana Song. & Perr.",0.5,2,2,0,0.5,0.5,2,"all"
