code_cbna	libelle
8998	Pinguicula longifolia Ramond ex DC. subsp. reichenbachiana (Schindler) Casper
9004	Pinguicula vulgaris L.
9008	Utricularia australis R. Br.
9012	Utricularia minor L.
9021	Linum alpinum Jacq.
9031	Linum austriacum L.
9033	Linum austriacum L. subsp. collinum (Boiss.) Nyman
9037	Linum bienne Miller
9041	Linum campanulatum L.
9053	Linum maritimum L.
9056	Linum narbonense L.
9057	Linum nodiflorum L.
9062	Linum strictum L.
9068	Linum suffruticosum L. subsp. appressum (A. Caballero) Rivas Martínez
9072	Linum trigynum L.
9074	Linum viscosum L.
9075	Radiola linoides Roth
9077	Ammannia coccinea Rottb.
9084	Lythrum hyssopifolia L.
9088	Lythrum portula (L.) D.A. Webb
9092	Lythrum thymifolium L.
9093	Lythrum tribracteatum Salzm. ex Sprengel
9105	Punica granatum L.
9107	Liriodendron tulipifera L.
9111	Abutilon theophrasti Medik.
9114	Alcea rosea L.
9115	Althaea cannabina L.
9117	Althaea hirsuta L.
9120	Althaea officinalis L.
9123	Anoda cristata (L.) Schlecht.
9129	Hibiscus syriacus L.
9130	Hibiscus trionum L.
9135	Lavatera maritima Gouan
9140	Lavatera thuringiaca L.
9141	Lavatera trimestris L.
9160	Malva nicaeensis All.
9161	Malva parviflora L.
9166	Malva sylvestris L.
9170	Malva verticillata L.
9174	Sida spinosa L.
9183	Menyanthes trifoliata L.
9184	Nymphoides peltata (S.G. Gmelin) O. Kuntze
9187	Acacia dealbata Willd.
9199	Albizia julibrissin Durazzini
9215	Mollugo verticillata L.
9218	Broussonetia papyrifera (L.) Vent.
9219	Ficus carica L.
9223	Morus alba L.
9224	Morus nigra L.
9238	Myrtus communis L.
9246	Mirabilis jalapa L.
9249	Nuphar lutea (L.) Sm.
9252	Nymphaea alba L.
9258	Circaea alpina L.
9265	Epilobium alpestre (Jacq.) Krocker
9269	Epilobium alsinifolium Vill.
9270	Epilobium anagallidifolium Lam.
9272	Epilobium ciliatum Rafin.
9273	Epilobium collinum C.C. Gmelin
9275	Epilobium dodonaei Vill. subsp. dodonaei
9276	Epilobium dodonaei Vill. subsp. fleischeri (Hochst.) Schinz & Thell.
9277	Epilobium duriaei Gay ex Godron
9282	Epilobium lanceolatum Sebastiani & Mauri
9288	Epilobium nutans F.W. Schmidt
9289	Epilobium obscurum Schreber
9292	Epilobium roseum Schreber
9299	Epilobium tetragonum L. subsp. lamyi (F.W. Schultz) Nyman
9305	Fuchsia magellanica Lam.
9316	Ludwigia grandiflora (Michaux) Greuter & Burdet
9317	Ludwigia palustris (L.) Elliott
9321	Oenothera angustissima Gates
9323	Oenothera biennis L.
9328	Oenothera canovirens Steele
9333	Oenothera glazioviana M. Micheli in C.E.P. Mart.
9338	Oenothera issleri Renner ex Rostanski
9347	Oenothera oakesiana (A. Gray) B. Wats. & Coult. in A.
9350	Oenothera pycnocarpa Atkinson & Bartlett
9352	Oenothera rosea L'HÚrit. ex Aiton
9361	Oenothera suaveolens Pers.
9362	Oenothera subterminalis Gates
9364	Oenothera villosa Thunb. [1792]
9366	Fraxinus angustifolia Vahl
9380	Jasminum fruticans L.
9382	Jasminum nudiflorum Lindley
9384	Jasminum officinale L.
9385	Ligustrum lucidum Aiton fil.
9386	Ligustrum ovalifolium Hassk.
9388	Olea europaea L.
9394	Phillyrea angustifolia L.
9397	Phillyrea latifolia L.
9400	Syringa vulgaris L.
9402	Oxalis acetosella L.
9412	Oxalis debilis H.B.K.
9415	Oxalis dillenii Jacq.
9421	Oxalis latifolia Kunth
9438	Paeonia mascula (L.) Miller
9443	Paeonia officinalis L.
9445	Paeonia officinalis L. subsp. huthii Soldano [1993]
9447	Paeonia officinalis L. subsp. officinalis
9455	Ceratocapnos claviculata (L.) LidÚn
9458	Chelidonium majus L.
9463	Corydalis cava (L.) Schweigg. & Koerte
9467	Corydalis intermedia (L.) MÚrat
9471	Corydalis solida (L.) Clairv.
9472	Eschscholzia californica Cham.
9473	Fumaria agraria Lag.
9476	Fumaria barnolae Sennen & Pau
9486	Fumaria capreolata L.
9504	Fumaria officinalis L.
9507	Fumaria parviflora Lam.
9516	Fumaria schleicheri Soyer-Willemet
9520	Fumaria vaillantii Loisel.
9524	Glaucium flavum Crantz
9534	Meconopsis cambrica (L.) Vig.
9543	Papaver argemone L.
9545	Papaver aurantiacum Loisel. [1809]
9549	Papaver croceum Ledeb.
9550	Papaver dubium L.
9555	Papaver hybridum L.
9571	Papaver rhoeas L.
9575	Papaver somniferum L.
9585	Pseudofumaria alba (Miller) LidÚn
9586	Pseudofumaria lutea (L.) Borckh.
9601	Phytolacca americana L.
9605	Pittosporum tobira (Thunb.) Aiton fil.
9609	Littorella uniflora (L.) Ascherson
9612	Plantago alpina L.
9613	Plantago altissima L.
9615	Plantago argentea Chaix
9618	Plantago atrata Hoppe subsp. atrata
9619	Plantago atrata Hoppe subsp. fuscescens (Jordan) Pilger
9621	Plantago bellardii All.
9627	Plantago coronopus L. subsp. coronopus
9638	Plantago holosteum Scop.
9650	Plantago lagopus L.
9664	Plantago major L. subsp. intermedia (Gilib.) Lange
9668	Plantago maritima L. subsp. serpentina (All.) Arcangeli
9685	Plantago sempervirens Crantz
9702	Platanus hispanica Miller ex Muenchh.
9713	Armeria alpina Willd.
9714	Armeria arenaria (Pers.) Schultes
9764	Ceratostigma plumbaginoides Bunge
9854	Plumbago europaea L.
9945	Collomia grandiflora Douglas ex Lindley
9946	Polemonium caeruleum L.
9948	Polygala alpestris Reichenb.
9949	Polygala alpina (DC.) Steudel
9958	Polygala calcarea F.W. Schultz
9962	Polygala chamaebuxus L.
9969	Polygala exilis DC.
9971	Polygala monspeliaca L.
10008	Fagopyrum esculentum Moench [1796]
10009	Fagopyrum tataricum (L.) Gaertner
10012	Fallopia baldschuanica (Regel) Holub
10013	Fallopia convolvulus (L.) 'A. L÷ve
10016	Fallopia dumetorum (L.) Holub
10019	Oxyria digyna (L.) Hill
10036	Polygonum alpinum All.
10037	Polygonum amphibium L.
10045	Polygonum aviculare L. subsp. depressum (Meisn.) Arcangeli
10047	Polygonum aviculare L. subsp. rurivagum (Jordan ex Boreau) Berher
10052	Polygonum bellardii All.
10053	Polygonum bistorta L.
10068	Polygonum hydropiper L.
10070	Polygonum lapathifolium L.
10075	Polygonum lapathifolium L. subsp. pallidum (With.) Fries
10079	Polygonum minus Hudson
10080	Polygonum mite Schrank
10083	Polygonum orientale L.
10090	Polygonum persicaria L.
10091	Polygonum polystachyum Meisner in Wall.
10106	Polygonum viviparum L.
10107	Reynoutria japonica Houtt.
10109	Reynoutria sachalinensis (Friedrich Schmidt Petrop.) N
10110	Reynoutria x-bohemica Chrtek & Chrtkova
10130	Rumex arifolius All.
10133	Rumex bucephalophorus
10145	Rumex conglomeratus Murray
10154	Rumex cristatus DC.
10159	Rumex hydrolapathum Hudson
10160	Rumex intermedius DC.
10164	Rumex longifolius DC.
10165	Rumex maritimus L.
10166	Rumex nebroides Campd.
10175	Rumex palustris Sm.
10179	Rumex patientia L.
10182	Rumex pseudalpinus H÷fft
10183	Rumex pulcher L.
10185	Rumex pulcher L. subsp. pulcher
10191	Rumex sanguineus L.
10192	Rumex scutatus L.
10197	Rumex thyrsiflorus Fingerh.
10206	Claytonia perfoliata Donn ex Willd.
10208	Montia fontana L.
10224	Portulaca grandiflora Hooker
10225	Portulaca oleracea L.
10237	Anagallis arvensis L.
10247	Anagallis foemina Miller
10249	Anagallis minima (L.) E.H.L. Krause
10252	Anagallis tenella (L.) L.
10254	Androsace adfinis Biroli
10255	Androsace adfinis Biroli subsp. adfinis
10256	Androsace adfinis Biroli subsp. brigantiaca (Jordan & Fourr.) Kress
10257	Androsace adfinis Biroli subsp. puberula (Jordan & Fourr.) Kress
10258	Androsace alpina (L.) Lam.
10269	Androsace chaixii Gren. & Godron
10270	Androsace chamaejasme Wulfen
10276	Androsace elongata L. subsp. breistrofferi (Charpin & Greuter) Molero &
10279	Androsace halleri L.
10280	Androsace helvetica (L.) All.
10283	Androsace lactea L.
10287	Androsace obtusifolia All.
10289	Androsace pubescens DC.
10293	Androsace septentrionalis L.
10295	Androsace vandellii (Turra) Chiov.
10296	Androsace villosa L.
10297	Androsace vitaliana (L.) Lapeyr.
10302	Asterolinon linum-stellatum (L.) Duby
10305	Coris monspeliensis L.
10306	Cortusa matthiolii L.
10310	Cyclamen hederifolium Aiton
10312	Cyclamen purpurascens Miller
10320	Hottonia palustris L.
10323	Lysimachia nemorum L.
10325	Lysimachia punctata L.
10332	Primula allionii Loisel.
10333	Primula auricula L.
10335	Primula auricula L. subsp. balbisii (Lehm.) Nyman
10340	Primula elatior (L.) Hill subsp. elatior
10341	Primula elatior (L.) Hill subsp. intricata (Gren. & Godron) Widmer
10347	Primula halleri J.F. Gmelin
10348	Primula hirsuta All.
10350	Primula integrifolia L.
10355	Primula marginata Curtis
10364	Primula veris L. subsp. columnae (Ten.) Maire & Petitmengin
10377	Primula vulgaris Hudson subsp. vulgaris
10378	Samolus valerandi L.
10379	Soldanella alpina L.
10382	Soldanella villosa Darracq
10383	Trientalis europaea L.
10388	Aconitum anthora L.
10395	Aconitum lycoctonum L.
10396	Aconitum lycoctonum L. subsp. neapolitanum (Ten.) Nyman
10398	Aconitum lycoctonum L. subsp. vulparia (Reichenb. ex Sprengel) Nyman
10401	Aconitum napellus L.
10407	Aconitum napellus L. subsp. vulgare Rouy & Fouc.
10418	Aconitum variegatum L.
10419	Aconitum variegatum L. subsp. paniculatum (Arcangeli) Greuter & Burdet
10422	Aconitum variegatum L. subsp. valesiacum (Gáyer) Greuter & Burdet
10428	Actaea spicata L.
10429	Adonis aestivalis L.
10432	Adonis annua L.
10439	Adonis flammea Jacq.
10442	Adonis pyrenaica DC.
10444	Adonis vernalis L.
10451	Anemone baldensis L.
10452	Anemone coronaria L.
10455	Anemone hortensis L.
10460	Anemone nemorosa L.
10473	Anemone trifolia L.
10475	Anemone trifolia L. subsp. trifolia
10477	Aquilegia alpina L.
10478	Aquilegia atrata Koch
10481	Aquilegia bertolonii Schott
10491	Aquilegia vulgaris L.
10497	Callianthemum coriandrifolium Reichenb.
10502	Caltha palustris L.
10506	Ceratocephalus falcatus (L.) Pers. subsp. falcatus
10507	Clematis alpina (L.) Miller
10509	Clematis flammula L.
10511	Clematis recta L.
10512	Clematis vitalba L.
10513	Clematis viticella L.
10514	Consolida ajacis (L.) Schur
10516	Consolida hispanica (Costa) Greuter & Burdet
10519	Consolida pubescens (DC.) Soó
10522	Consolida regalis S.F. Gray subsp. regalis
10525	Delphinium dubium (Rouy & Fouc.) Pawl.
10529	Delphinium elatum L. subsp. helveticum Pawl.
10550	Eranthis hyemalis (L.) Salisb.
10559	Helleborus foetidus L.
10568	Helleborus viridis L.
10572	Hepatica nobilis Schreber
10582	Nigella damascena L.
10590	Pulsatilla alpina (L.) Delarbre
10594	Pulsatilla alpina (L.) Delarbre subsp. apiifolia (Scop.) Nyman
10601	Pulsatilla halleri (All.) Willd. subsp. halleri
10602	Pulsatilla montana (Hoppe) Reichenb.
10606	Pulsatilla rubra Delarbre
10623	Ranunculus acris L. subsp. acris
10624	Ranunculus acris L. subsp. friesianus (Jordan) Syme
10626	Ranunculus aduncus Gren.
10629	Ranunculus alpestris L.
10637	Ranunculus arvensis L.
10653	Ranunculus carinthiacus Hoppe in Sturm
10655	Ranunculus cassubicifolius Walo Koch
10672	Ranunculus ficaria L.
10680	Ranunculus flammula L.
10682	Ranunculus fluitans Lam.
10687	Ranunculus garganicus Ten.
10691	Ranunculus glacialis L.
10693	Ranunculus gramineus L.
10699	Ranunculus kuepferi Greuter & Burdet
10702	Ranunculus lanuginosus L.
10705	Ranunculus lingua L.
10712	Ranunculus monspeliacus L.
10715	Ranunculus montanus Willd.
10717	Ranunculus muricatus L.
10727	Ranunculus ophioglossifolius Vill.
10729	Ranunculus paludosus Poiret
10730	Ranunculus parnassifolius L.
10734	Ranunculus parviflorus L.
10739	Ranunculus peltatus Schrank subsp. peltatus
10750	Ranunculus platanifolius L.
10752	Ranunculus polyanthemophyllus Walo Koch & H. Hess
10765	Ranunculus reptans L.
10774	Ranunculus sardous Crantz
10780	Ranunculus sartorianus Boiss. & Heldr.
10782	Ranunculus sceleratus L. subsp. sceleratus
10784	Ranunculus serpens Schrank
10790	Ranunculus thora L.
10791	Ranunculus trichophyllus Chaix
10792	Ranunculus trichophyllus Chaix subsp. eradicatus (Laest.) C. Cook
10799	Ranunculus tuberosus Lapeyr.
10800	Ranunculus velutinus Ten.
10802	Thalictrella thalictroides (L.) E. Nardi
10803	Thalictrum alpinum L.
10813	Thalictrum flavum L.
10818	Thalictrum foetidum L.
10826	Thalictrum minus L.
10829	Thalictrum minus L. subsp. majus (Crantz) Hooker fil.
10832	Thalictrum minus L. subsp. saxatile Cesati
10838	Thalictrum simplex L.
10840	Thalictrum simplex L. subsp. bauhinii (Crantz) Tutin
10843	Thalictrum simplex L. subsp. simplex
10845	Trollius europaeus L.
10865	Reseda lutea L.
10866	Reseda luteola L.
10867	Reseda phyteuma L.
10891	Paliurus spina-christi Miller
10892	Rhamnus alaternus L.
10895	Rhamnus alpina L.
10905	Rhamnus pumila Turra
10908	Rhamnus saxatilis Jacq. subsp. saxatilis
10915	Agrimonia procera Wallr.
10917	Alchemilla acutiloba Opiz
10918	Alchemilla aggregata Buser gr. versipila
10926	Alchemilla amphibola Buser gr. subsericea
10927	Alchemilla amphisericea Buser in Doerfler
10928	Alchemilla argentidens Buser in Doerfler
10935	Alchemilla buseri Maillefer gr. plicatula
10940	Alchemilla colorata Buser
10941	Alchemilla compta Buser
10946	Alchemilla coruscans Buser gr. plicatula
10948	Alchemilla decumbens Buser
10949	Alchemilla demissa Buser
10960	Alchemilla flavovirens Buser gr. pallens
10961	Alchemilla flexicaulis Buser
10962	Alchemilla florulenta Buser gr. plicatula
10963	Alchemilla frigens Buser ex Jaquet gr. longana
10970	Alchemilla glomerulans Buser
10974	Alchemilla heteropoda Buser
10983	Alchemilla inconcinna Buser
10986	Alchemilla jugensis (Buser) Maillefer gr. grossidens
10988	Alchemilla leptoclada Buser gr. conjuncta
10999	Alchemilla multidens Buser gr. flavicoma
11004	Alchemilla pentaphyllea L.
11005	Alchemilla petraea Buser ex Maillefer gr. plicatula
11010	Alchemilla racemulosa Buser gr. connivens
11011	Alchemilla reniformis Buser
11013	Alchemilla saxatilis Buser
11014	Alchemilla schmidelyana Buser
11019	Alchemilla splendens Christ ex Favrat
11020	Alchemilla straminea Buser
11023	Alchemilla subsericea Reuter
11024	Alchemilla tenuis Buser
11025	Alchemilla transiens (Buser) Buser
11027	Alchemilla undulata Buser
11029	Alchemilla vetteri Buser
11037	Amelanchier lamarckii F.G. Schroeder
11038	Amelanchier ovalis Medik.
11039	Amelanchier ovalis Medik. subsp. embergeri Favarger & Stearn
11046	Aphanes arvensis L.
11048	Aphanes inexspectata Lippert
11050	Aphanes minutiflora (Aznavour) Holub
11057	Aruncus dioicus (Walter) Fernald
11068	Chaenomeles japonica (Thunb.) Spach
11073	Cotoneaster delphinensis Chatenier
11074	Cotoneaster horizontalis Decne
11077	Cotoneaster jurana Gandoger
11081	Cotoneaster simonsii Baker
11086	Cotoneaster x-intermedius (Lecoq & Lamotte) Coste
11087	Crataegus azarolus L.
11096	Crataegus laevigata (Poiret) DC.
11133	Cydonia oblonga Miller
11135	Dryas octopetala L.
11136	Duchesnea indica (Andrews) Focke
11137	Eriobotrya japonica (Thunb.) Lindley
11149	Fragaria moschata Weston
11151	Fragaria vesca L.
11156	Geum aleppicum Jacq.
11158	Geum heterocarpum Boiss.
11160	Geum montanum L.
11162	Geum reptans L.
11164	Geum sylvaticum Pourret
11166	Geum urbanum L.
11167	Kerria japonica (L.) DC.
11174	Malus domestica Borckh.
11176	Malus sylvestris Miller
11183	Mespilus germanica L.
11187	Physocarpus opulifolius (L.) Maxim.
11193	Potentilla alba L.
11196	Potentilla anglica Laicharding
11203	Potentilla australis Krasan
11204	Potentilla brauneana Hoppe in Sturm
11209	Potentilla caulescens L. subsp. petiolulata (Gaudin) Nyman
11214	Potentilla cinerea Chaix ex Vill.
11230	Potentilla frigida Vill.
11232	Potentilla fruticosa L.
11233	Potentilla grandiflora L.
11238	Potentilla hirta L.
11249	Potentilla micrantha Ramond ex DC.
11253	Potentilla multifida L.
11254	Potentilla neglecta Baumg.
11256	Potentilla neumanniana Reichenb.
11257	Potentilla nitida L.
11261	Potentilla norvegica L.
11273	Potentilla prostrata Rottb. subsp. floccosa Sojßk
11274	Potentilla pusilla Host
11276	Potentilla recta L.
11278	Potentilla rupestris L.
11282	Potentilla saxifraga Ardoino ex De Not.
11285	Potentilla sterilis (L.) Garcke
11288	Potentilla supina L.
11290	Potentilla thuringiaca Bernh. ex Link
11294	Potentilla valderia L.
11312	Prunus armeniaca L.
11313	Prunus avium L.
11315	Prunus brigantina Vill.
11316	Prunus cerasifera Ehrh.
11320	Prunus cerasus L.
11325	Prunus domestica L.
11330	Prunus domestica L. subsp. insititia (L.) Bonnier & Layens
11332	Prunus dulcis (Miller) D.A. Webb
11334	Prunus laurocerasus L.
11336	Prunus mahaleb L.
11340	Prunus padus L.
11341	Prunus padus L. subsp. borealis Cajander
11342	Prunus padus L. subsp. padus
11343	Prunus persica (L.) Batsch
11353	Prunus serotina Ehrh.
11360	Pyracantha coccinea M.J. Roemer
11364	Pyrus communis L.
11376	Pyrus salviifolia DC.
11379	Rosa abietina Gren. ex Christ
11380	Rosa agrestis Savi
11385	Rosa arvensis Hudson
11386	Rosa caesia Sm.
11398	Rosa corymbifera Borckh.
11402	Rosa elliptica Tausch
11403	Rosa foetida J. Herrmann
11404	Rosa gallica L.
11405	Rosa glauca Pourret
11415	Rosa micrantha Sm.
11417	Rosa montana Chaix
11419	Rosa multiflora Thunb.
11421	Rosa obtusifolia Desv.
11422	Rosa pendulina L.
11423	Rosa pimpinellifolia L.
11425	Rosa pouzinii Tratt.
11429	Rosa rubiginosa L.
11431	Rosa rugosa Thunb.
11433	Rosa sempervirens L.
11435	Rosa serafinii Viv.
11437	Rosa sicula Tratt.
11440	Rosa stylosa Desv.
11441	Rosa subcanina (Christ) Dalla Torre & Sarnth.
11442	Rosa subcollina (Christ) Dalla Torre & Sarnth.
11443	Rosa tomentosa Sm.
11445	Rosa villosa L.
11448	Rosa virginiana J. Herrmann
11453	Rosa x-dumalis Bechst.
11461	Rubus adscitus Genev.
11464	Rubus albiflorus Boulay & Lucand ex Coste gr. R. rh
11481	Rubus bertramii G. Braun gr. R. fruticosus
11483	Rubus bifrons Vest ex Tratt.
11488	Rubus bregutiensis A. Kerner ex Focke gr. R. menkei
11506	Rubus condensatus P.J. Mueller gr. R. gremlii
11507	Rubus conspicuus P.J. Mueller gr. R. vestitus
11521	Rubus divaricatus P.J. Mueller
11537	Rubus flaccidus Genev. gr. R. macrophyllus
11538	Rubus flexuosus P.J. M³ller & LefÞvre gr. R. folios
11539	Rubus foliosus Weihe & Nees
11552	Rubus grabowskii G³nther, Schummel, Wimm. & Grab.
11553	Rubus gracilis J. & C. Presl [1822]
11557	Rubus gremlii Focke
11558	Rubus guentheri Weihe & Nees in Bluff & Fingerh. gr
11573	Rubus idaeus L.
11587	Rubus laciniatus (Weston) Willd.
11604	Rubus macrophyllus Weihe & Nees
11610	Rubus mercieri Genev. gr. R. gremlii
11638	Rubus pedemontanus Pinkwart in Baenitz
11640	Rubus phyllostachys P.J. Mueller gr. R. candicans
11647	Rubus praecox Bertol.
11660	Rubus rudis Weihe & Nees
11662	Rubus salisburgensis Focke gr. R. gremlii
11664	Rubus saxatilis L.
11686	Rubus sulcatus Vest ex Tratt.
11688	Rubus tereticaulis P.J. Mueller gr. R. scaber
11689	Rubus thelybatos Focke gr. R. melanoxylon
11700	Rubus ulmifolius Schott
11704	Rubus vestitus Weihe & Nees
11721	Sibbaldia procumbens L.
11724	Sorbaria sorbifolia (L.) A. Braun
11726	Sorbus aria (L.) Crantz
11732	Sorbus chamaemespilus (L.) Crantz
11734	Sorbus domestica L.
11735	Sorbus latifolia (Lam.) Pers.
11739	Sorbus torminalis (L.) Crantz
11742	Spiraea alba Duroi
11745	Spiraea chamaedryfolia L.
11746	Spiraea douglasii Hooker
11751	Spiraea japonica L. fil.
11753	Spiraea salicifolia L.
11760	Asperula aristata L. fil.
11763	Asperula aristata L. fil. subsp. longiflora (Waldst. & Kit.) Hayek
11764	Asperula aristata L. fil. subsp. oreophila (Briq.) Hayek
11767	Asperula arvensis L.
11778	Asperula hexaphylla All.
11786	Asperula rupicola Jordan
11787	Asperula taurina L.
11788	Asperula tinctoria L.
11789	Crucianella angustifolia L.
11790	Crucianella latifolia L.
11792	Cruciata glabra (L.) Ehrend.
11794	Cruciata pedemontana (Bellardi) Ehrend.
11801	Galium anisophyllon Vill.
11807	Galium aristatum L.
11814	Galium baldense Sprengel
11820	Galium cinereum All.
11828	Galium corrudifolium Vill.
11833	Galium divaricatum Pourret ex Lam.
11852	Galium laevigatum L.
11853	Galium lucidum All.
11856	Galium megalospermum All.
11868	Galium mollugo L. subsp. mollugo
11871	Galium murale (L.) All.
11873	Galium obliquum Vill.
11874	Galium odoratum (L.) Scop.
11877	Galium palustre L. subsp. debile (Desv.) Berher
11878	Galium palustre L. subsp. elongatum (C. Presl) Lange
11881	Galium parisiense L.
11888	Galium pseudohelveticum Ehrend.
11897	Galium pusillum L.
11902	Galium rotundifolium L.
11906	Galium rubioides L.
11909	Galium saxatile L.
11916	Galium sylvaticum L.
11926	Galium tendae Reichenb. fil.
11929	Galium timeroyi Jordan
11931	Galium tricornutum Dandy
11932	Galium trifidum L.
11938	Galium verrucosum Hudson
11941	Galium verticillatum Danth. in Lam.
11953	Rubia peregrina L.
11959	Rubia tinctorum L.
11960	Sherardia arvensis L.
11967	Valantia hispida L.
11968	Valantia muralis L.
11975	Dictamnus albus L.
11979	Ruta angustifolia Pers.
11983	Ruta chalepensis L.
11987	Ruta graveolens L.
11991	Ruta montana (L.) L.
11993	Populus alba L.
11996	Populus canescens (Aiton) Sm.
11998	Populus deltoides Marshall
12002	Populus nigra L.
12007	Populus nigra L. subsp. nigra var. italica Duroi
12010	Populus tremula L.
12016	Salix alba L.
12017	Salix alba L. subsp. alba
12019	Salix alba L. subsp. vitellina (L.) Sch³bl. & Martens
12024	Salix apennina A. Skvortsov
12025	Salix appendiculata Vill.
12031	Salix babylonica L.
12037	Salix breviserrata B. Flod.
12038	Salix caesia Vill.
12040	Salix caprea L.
12047	Salix daphnoides Vill.
12049	Salix elaeagnos Scop. subsp. angustifolia (Cariot) Rech. fil.
12051	Salix foetida Schleicher ex DC.
12052	Salix fragilis L.
12055	Salix glaucosericea B. Flod.
12057	Salix hastata L.
12059	Salix helvetica Vill.
12060	Salix herbacea L.
12062	Salix laggeri Wimmer
12068	Salix myrsinifolia Salisb.
12075	Salix pentandra L.
12078	Salix purpurea L.
12086	Salix reticulata L.
12087	Salix retusa L.
12090	Salix serpyllifolia Scop. 4
12091	Salix triandra L. emend. Ser.
12095	Salix viminalis L.
12103	Thesium alpinum L.
12107	Thesium bavarum Schrank
12109	Thesium divaricatum Jan ex Mert. & Koch
12110	Thesium humifusum DC.
12122	Sarracenia purpurea L.
12124	Bergenia crassifolia (L.) Fritsch
12125	Chrysosplenium alternifolium L.
12126	Chrysosplenium oppositifolium L.
12130	Saxifraga aizoides L.
12133	Saxifraga androsacea L.
12134	Saxifraga aquatica Lapeyr.
12137	Saxifraga aspera L.
12144	Saxifraga bryoides L.
12146	Saxifraga burseriana L.
12147	Saxifraga caesia L.
12148	Saxifraga callosa Sm.
12156	Saxifraga cochlearis Reichenb.
12157	Saxifraga continentalis (Engler & Irmscher) D.A. Webb
12161	Saxifraga cotyledon L.
12164	Saxifraga cuneifolia L.
12165	Saxifraga cuneifolia L. subsp. cuneifolia
12166	Saxifraga cuneifolia L. subsp. robusta D.A. Webb
12173	Saxifraga delphinensis Ravaud
12175	Saxifraga diapensioides Bellardi
12178	Saxifraga exarata Vill.
12180	Saxifraga exarata Vill. subsp. exarata
12183	Saxifraga exarata Vill. subsp. moschata (Wulfen) Cavillier in Burnat
12186	Saxifraga florulenta Moretti
12201	Saxifraga hieraciifolia Waldst. & Kit.
12203	Saxifraga hirsuta L.
12228	Saxifraga muscoides All.
12236	Saxifraga oppositifolia L.
12241	Saxifraga paniculata Miller
12243	Saxifraga pedemontana All.
12245	Saxifraga pedemontana All. subsp. pedemontana
12256	Saxifraga retusa Gouan
12257	Saxifraga retusa Gouan subsp. augustana (Vaccari) P. Fourn.
12258	Saxifraga retusa Gouan subsp. retusa
12264	Saxifraga rotundifolia L.
12267	Saxifraga sedoides L.
12268	Saxifraga seguieri Sprengel
12278	Saxifraga stolonifera Meerb.
12280	Saxifraga tridactylites L.
12282	Saxifraga umbrosa L.
12283	Saxifraga valdensis DC.
12298	Anarrhinum bellidifolium (L.) Willd.
12316	Antirrhinum latifolium Miller
12322	Antirrhinum majus L. subsp. majus
12344	Asarina procumbens Miller
12348	Bartsia trixago L.
12354	Chaenorrhinum minus (L.) Lange
12358	Chaenorrhinum origanifolium (L.) Kosteletzky
12362	Chaenorrhinum rubrifolium (DC.) Fourr.
12369	Cymbalaria muralis G. Gaertner, B. Meyer & Scherb
12371	Digitalis grandiflora Miller
12374	Digitalis lutea L. subsp. lutea
12376	Digitalis purpurea L.
12379	Erinus alpinus L.
12382	Euphrasia alpina Lam.
12391	Euphrasia hirtella Jordan ex Reuter
12402	Euphrasia nemorosa (Pers.) Wallr.
12410	Euphrasia officinalis L.
12413	Euphrasia officinalis L. subsp. monticola Silverside
12415	Euphrasia officinalis L. subsp. pratensis Sch³bler & Martens
12419	Euphrasia pectinata Ten.
12420	Euphrasia picta Wimmer
12421	Euphrasia portae Freyn
12425	Euphrasia salisburgensis Funck
12427	Euphrasia stricta D. Wolff ex J.F. Lehm.
12435	Gratiola officinalis L.
12442	Kickxia elatine (L.) Dumort.
12447	Kickxia spuria (L.) Dumort.
12450	Lathraea clandestina L.
12452	Lathraea squamaria L.
12453	Limosella aquatica L.
12460	Linaria alpina (L.) Miller subsp. alpina
12461	Linaria alpina (L.) Miller var. petraea (Jordan) ...
12462	Linaria angustissima (Loisel.) Borbás
12464	Linaria arvensis (L.) Desf.
12467	Linaria chalepensis (L.) Miller
12477	Linaria genistifolia (L.) Miller
12487	Linaria pelliceriana (L.) Miller
12492	Linaria repens (L.) Miller
12498	Linaria simplex (Willd.) DC.
12503	Linaria supina (L.) Chaz.
12516	Lindernia dubia (L.) Pennell
12520	Melampyrum arvense L.
12536	Melampyrum sylvaticum L.
12540	Melampyrum vaudense (Ronniger) Soó
12543	Mimulus guttatus DC.
12545	Mimulus moschatus Douglas ex Lindley
12547	Misopates orontium (L.) Rafin.
12557	Odontites lanceolatus (Gaudin) Reichenb. subsp. lanceolatus
12570	Odontites vernus (Bellardi) Dumort.
12571	Odontites vernus (Bellardi) Dumort. subsp. serotinus (Dumort.) Corb.
12572	Odontites vernus (Bellardi) Dumort. subsp. vernus
12574	Orobanche alba Willd.
12575	Orobanche alsatica Kirschleger
12576	Orobanche amethystea Thuill.
12582	Orobanche artemisiae-campestris Vaucher ex Gaudin
12583	Orobanche bartlingii Griseb.
12594	Orobanche elatior Sutton
12597	Orobanche flava F.W. Schultz
12600	Orobanche gracilis Sm.
12602	Orobanche hederae Duby
12603	Orobanche laevis L.
12604	Orobanche laserpitii-sileris Reuter ex Jordan
12613	Orobanche minor Sm. in Sowerby
12623	Orobanche ozanonis F.W. Schultz ex G. Beck
12630	Orobanche ramosa L.
12631	Orobanche ramosa L. subsp. mutelii (F.W. Schultz) Coutinho
12635	Orobanche rapum-genistae Thuill.
12640	Orobanche reticulata Wallr.
