code_cbna	libelle
5452	Silene nutans L. subsp. insubrica (Gaudin) Soldano
5502	Silene viridiflora L.
5524	Spergula morisonii Boreau
5547	Spergularia marina (L.) Besser [1822], et non (L.) Gri
5740	Polycnemum arvense L.
6031	Cuscuta epilinum Weihe
6176	Sedum telephium L. subsp. fabaria (Kirschleger) Syme in Sowerby [1861
6223	Bryonia alba L.
6292	Knautia godetii Reuter
6352	Scabiosa mollissima Viv.
6376	Succisella inflexa (Kluk) G. Beck
6406	Elatine triandra Schkuhr
6429	Chimaphila umbellata (L.) W. Barton
6511	Euphorbia angulata Jacq.
6538	Euphorbia epithymoides L.
6550	Euphorbia flavicoma DC. 2, 3, 4, 5 subsp. costeana (Rouy) P. Fourn.
6659	Adenocarpus complicatus (L.) Gay
6818	Cicer arietinum L.
6862	Cytisus decumbens (Durande) Spach
6941	Genista cinerea (Vill.) DC. subsp. cinerea
6968	Genista pilosa L. subsp. jordanii (Rouy & Fouc.) Br.-Bl.
7003	Glycyrrhiza glabra L.
7099	Lathyrus ochrus (L.) DC.
7133	Lens culinaris Medik.
7194	Lupinus albus L.
7195	Lupinus angustifolius L.
7199	Lupinus angustifolius L. subsp. reticulatus (Desv.) Arcangeli
7205	Lupinus luteus L.
7207	Lupinus perennis L.
7749	Trigonella caerulea (L.) Ser.
7755	Trigonella foenum-graecum L.
7774	Ulex minor Roth
7793	Vicia cassubica L.
7810	Vicia faba L.
7841	Vicia orobus DC.
7992	Cicendia filiformis (L.) Delarbre
8012	Exaculum pusillum (Lam.) Caruel
8096	Gentianella amarella (L.) B÷rner
8098	Gentianella campestris (L.) B÷rner subsp. baltica (Murb.) Pritchard
8152	Erodium moschatum (L.) L'HÚrit.
8168	Geranium bohemicum L.
8176	Geranium divaricatum Ehrh.
8271	Myriophyllum alterniflorum DC.
8313	Hypericum elodes L.
8432	Scleranthus verticillatus Tausch
8511	Galeopsis bifida Boenn.
8527	Galeopsis reuteri Reichenb. fil.
8529	Galeopsis speciosa Miller
8594	Leonurus marrubiastrum L.
8597	Lycopus exaltatus L. fil.
9009	Utricularia bremii Heer ex K÷lliker
9010	Utricularia intermedia Hayne
9015	Utricularia ochroleuca R. Hartman
9016	Utricularia vulgaris L.
9049	Linum hirsutum L.
9051	Linum leonii F.W. Schultz
9073	Linum usitatissimum L.
9080	Lythrum borysthenicum (Schrank) Litv.
9094	Lythrum virgatum L.
9251	Nuphar pumila (Timm) DC.
9254	Nymphaea candida C. Presl
9349	Oenothera parviflora L.
9470	Corydalis pumila (Host) Reichenb.
9490	Fumaria densiflora DC.
9506	Fumaria officinalis L. subsp. wirtgenii (Koch) Arcangeli
9542	Papaver apulum Ten.
9719	Armeria arenaria (Pers.) Schultes subsp. praecox (Jordan) KerguÚlen
9725	Armeria elongata (Hoffm.) Koch
9730	Armeria halleri Wallr.
9749	Armeria muelleri Huet
10071	Polygonum lapathifolium L. subsp. brittingeri (Opiz) Jav.
10126	Rumex aquaticus L.
10230	Portulaca oleracea L. subsp. oleracea var. sativa (Haw.) DC.
10327	Lysimachia thyrsiflora L.
10431	Adonis aestivalis L. subsp. squarrosa (Steven) Nyman
10435	Adonis annua L. subsp. cupaniana (Guss.) Steinberg
10472	Anemone sylvestris L.
10603	Pulsatilla pratensis (L.) Miller
10633	Ranunculus aquatilis L.
10640	Ranunculus baudotii Godron
10660	Ranunculus circinatus Sibth.
10695	Ranunculus hederaceus L.
10723	Ranunculus nodiflorus L.
10741	Ranunculus penicillatus (Dumort.) Bab.
10751	Ranunculus polyanthemoides Boreau
10753	Ranunculus polyanthemos L.
10770	Ranunculus rionii Lagger
10778	Ranunculus sardous Crantz subsp. xatardii (Lapeyr.) Rouy & Fouc.
10951	Alchemilla exigua Buser ex Paulin
11006	Alchemilla plicata Buser
11022	Alchemilla subcrenata Buser
11111	Crataegus rhipidophylla Gandoger [1872]
11114	Crataegus rhipidophylla Gandoger [1872] var. lindmanii (Hrabetová Uhrová) K.I. Christensen
11217	Potentilla collina Wibel
11373	Pyrus nivalis Jacq.
11411	Rosa majalis J. Herrmann
11416	Rosa mollis Sm.
11436	Rosa sherardii Davies
11622	Rubus nessensis W. Hall
11945	Galium verum L. subsp. wirtgenii (F.W. Schultz) Celak. [1870]
12027	Salix arenaria L.
12034	Salix bicolor Willd.
12089	Salix rosmarinifolia L.
12115	Thesium kyrnosum Hendrych
12145	Saxifraga bulbifera L.
12202	Saxifraga hirculus L.
12260	Saxifraga rosacea Moench
12263	Saxifraga rosacea Moench subsp. sternbergii (Willd.) KerguÚlen & Lambinon
12396	Euphrasia micrantha Reichenb.
12401	Euphrasia nana (Rouy) D. Prain [1913]
12546	Misopates calycinum Rothm.
12592	Orobanche crenata Forsskål
12607	Orobanche lucorum A. Br.
12624	Orobanche picridis F.W. Schultz
12636	Orobanche rapum-genistae Thuill. subsp. benthamii (Timb.-Lagr.) P. Fourn.
12646	Orobanche salviae Koch
12743	Rhinanthus pumilus (Sterneck) Soldano
12744	Rhinanthus songeonii Chab.
12783	Scrophularia umbrosa Dumort. subsp. neesii (Wirtgen) E. Mayer
12820	Veronica acinifolia L.
12830	Veronica anagalloides Guss.
12844	Veronica catenata Pennell
12871	Veronica opaca Fries
13232	Viola ambigua Waldst. & Kit.
13259	Viola canina L. subsp. schultzii (Billot) Rouy & Foucaud
13267	Viola cornuta L.
13290	Viola lutea Hudson subsp. sudetica (Willd.) Nyman
13495	Allium ericetorum Thore
13517	Allium nigrum L.
13554	Allium suaveolens Jacq.
13637	Narcissus poeticus L. subsp. radiiflorus (Salisb.) Baker
13874	Carex cespitosa L.
13876	Carex chordorrhiza L. fil.
13907	Carex divisa Hudson
13947	Carex fritschii Waisb.
13948	Carex fuliginosa Schkuhr
13964	Carex hartmanii Cajander
14000	Carex mairei Cosson & Germ.
14004	Carex michelii Host
14071	Carex praecox Schreber subsp. intermedia (Celak.) Schultze-Motel
14078	Carex punctata Gaudin
14086	Carex repens Bellardi
14133	Carex viridula Michaux subsp. viridula var. pulchella (L÷nnr.) B. Schmid
14166	Cyperus michelianus (L.) Link
14172	Cyperus rotundus L.
14181	Eleocharis atropurpurea (Retz.) C. Presl
14195	Eleogiton fluitans (L.) Link
14211	Fimbristylis annua (All.) Roemer & Schultes
14212	Fimbristylis bisumbellata (Forsskål) Bubani
14224	Juncellus serotinus (Rottb.) C.B. Clarke
14240	Schoenoplectus pungens (Vahl) Palla
14298	Scirpus radicans Schkuhr
14397	Ornithogalum sphaerocarpum A. Kerner
14449	Najas marina L. subsp. intermedia (Wolfgang ex Gorski) Casper
14470	Crocus sativus L.
14484	Gladiolus illyricus Koch
14490	Gladiolus x-dubius Guss.
14495	Iris aphylla L.
14511	Iris pallida Lam.
14557	Sisyrinchium montanum E.L. Greene
14573	Juncus ambiguus Guss.
14574	Juncus anceps Laharpe
14626	Juncus minutulus (Albert & Jahandiez) D. Prain
14698	Luzula multiflora (Ehrh.) Lej. subsp. congesta (Thuill.) Arcangeli
14824	Tulipa aximensis Jordan gr. gesneriana
14827	Tulipa clusiana DC.
14828	Tulipa didieri Jordan gr. gesneriana
14833	Tulipa marjolletii Perr. & Song. gr. gesneriana
14834	Tulipa mauriana Jordan & Fourr. gr. gesneriana
14835	Tulipa montisandrei Prudhomme [1994]
14838	Tulipa planifolia Jordan gr. gesneriana
14839	Tulipa platystigma Jordan gr. gesneriana
14970	Hammarbya paludosa (L.) O. Kuntze
15020	Ophrys arachnitiformis Gren. & Philippe
15056	Ophrys incubacea Bianca ex Tod.
15080	Ophrys saratoi Camus
15081	Ophrys scolopax Cav.
15098	Ophrys tetraloniae Teschner [1987]
15137	Orchis lactea Poiret
15161	Orchis mascula (L.) L. subsp. olbiensis (Reuter ex Grenier) Ascherson & G
15176	Orchis papilionacea L.
15185	Orchis provincialis Balbis ex DC. subsp. pauciflora (Ten.) Arcangeli
15222	Serapias cordigera L.
15381	Agrostis vinealis Schreber
15545	Avena nuda L.
15571	Avena sterilis L.
15574	Avena sterilis L. subsp. ludoviciana (Durieu) Nyman
15576	Avena strigosa Schreber
15661	Bromus grossus Desf. ex DC.
15740	Calamagrostis stricta (Timm) Koeler
15768	Chrysopogon gryllus (L.) Trin.
15772	Coleanthus subtilis (Tratt.) Seidl.
15784	Crypsis alopecuroides (Piller & Mitterp.) Schrader
15818	Dactylis glomerata L. subsp. lobata (Drejer) Lindb. fil.
15843	Deschampsia cespitosa (L.) P. Beauv. subsp. littoralis (Gaudin) Gremli
15987	Festuca amethystina L.
16044	Festuca duvalii (St.-Yves) Stohr
16086	Festuca heteropachys (St.-Yves) Patzke ex Auquier
16111	Festuca lemanii Bast.
16267	Festuca stricta Host subsp. trachyphylla (Hackel) Patzke
16363	Heteropogon contortus (L.) P. Beauv. ex Roemer & Schul
16468	Lolium remotum Schrank
16476	Lolium temulentum L.
16516	Miscanthus sinensis Anderss.
16929	Stipa epilosa Martinovsky
16947	Stipa pennata L. subsp. grafiana (Steven) K. Richter
16950	Stipa pennata L. subsp. pennata
16980	Trisetum loeflingianum (L.) C. Presl
17003	Triticum monococcum L.
17011	Triticum spelta L.
17075	Potamogeton acutifolius Link
17080	Potamogeton compressus L.
17107	Potamogeton polygonifolius Pourret
17108	Potamogeton praelongus Wulfen
17334	Ephedra helvetica C.A. Meyer sensu 2
17448	Cheilanthes acrostica (Balbis) Todaro
17483	Asplenium adulterinum Milde
17488	Asplenium cuneifolium Viv.
17504	Asplenium obovatum Viv.
17505	Asplenium obovatum Viv. subsp. lanceolatum (Bubani) P. da Silva
17674	IsoÙtes echinospora Durieu
17678	IsoÙtes lacustris L.
17690	Diphasiastrum complanatum (L.) Holub
17693	Diphasiastrum tristachyum (Pursh) Holub
17695	Diphasiastrum zeilleri (Rouy) Holub
17724	Botrychium lanceolatum (S.G. Gmelin) Angstr÷m
40070	Helleborus bocconei Ten.
40140	Aristolochia lutea Gaudin
40155	Holandrea schottii (Besser ex DC.) Reduron, Charp.& Pi.
40162	Coristospermum cuneifolium (Guss.) Bertol.
40186	Koeleria eriostachya Panc.
40202	Gagea reverchonii Degen
40230	Linum perenne auct. plur.
40254	Pimpinella nigra Miller
40255	Thalictrum lucidum L.
40258	Serapias neglecta De Not.
40259	Stipa tirsa Steven
40296	Ophrys passionis Sennen
40316	Dactylorhiza lapponica (Laestad ex. Reich. fil) Soo
40348	Euphrasia cisalpina Pusley
40365	Gagea lacaitae Terracc.
40426	Juniperus communis subsp intermedia Schur (K. Richt)
40475	Hieracium saussureoides (Arv.-Touv.) St.-Lag., 1877
40481	Eleocharis mamillata subsp. mamillata
40563	Scabiosa ochroleuca L., 1753
40609	Carex flava groupe
40610	Centaurea jacea groupe
40612	Dactylorhiza maculata groupe
40613	Dactylorhiza majalis groupe
40614	Festuca ovina groupe
40617	Melampyrum nemorosum groupe
40629	Utricularia vulgaris groupe
40631	Neslia paniculata groupe
40632	Koeleria macrantha groupe
40633	Utricularia stygia G.Thor, 1988
40673	Bupleurum affine Sadler, 1825
161	Angelica sylvestris L.
190	Astrantia major L.
429	Heracleum sphondylium L. subsp. sphondylium
684	Torilis arvensis (Hudson) Link subsp. purpurea (Ten.) Hayek var. heterophylla (Guss.) Jury
1697	Erigeron acer L. subsp. angulosus (Gaudin) Vacc.
2194	Hieracium picroides Vill. gr.
3325	Betula alba L.
4948	Arenaria serpyllifolia L.
5498	Silene vallesia L.
6821	Colutea arborescens L. subsp. arborescens
6822	Colutea arborescens L. subsp. gallica Browicz
7683	Trifolium pratense L. subsp. pratense
8210	Geranium robertianum L. subsp. robertianum
10298	Androsace vitaliana (L.) Lapeyr. subsp. cinerea (S³nd.) Kress in Hegi
10352	Primula latifolia Lapeyr.
10593	Pulsatilla alpina (L.) Delarbre subsp. alpina
10595	Pulsatilla alpina (L.) Delarbre subsp. austriaca Aichele & Schwegler
11021	Alchemilla strigulosa Buser
11879	Galium palustre L. subsp. palustre
11944	Galium verum L. subsp. verum
12184	Saxifraga exarata Vill. subsp. pseudoexarata (Br.-Bl.) Webb
13161	Valeriana officinalis L. subsp. officinalis
13912	Carex divulsa Stokes
14111	Carex strigosa Hudson
16486	Melica ciliata L.
16525	Molinia caerulea (L.) Moench subsp. caerulea
40027	Poa nemoralis L. var. glaucantha Gaudin
40142	Brassica montana Pourret
1708	Erigeron annuus (L.) Pers. subsp. septentrionalis (Fernald & Wieg.) Wagenitz
2097	Hieracium lanceolatum Vill. gr. prenanthoides
2173	Hieracium pallidum Biv.
3087	Taraxacum gymnanthum DC. gr. bithynicum
5627	Atriplex halimus L.
5951	Helianthemum pilosum (L.) Pers. [1806]
5995	Convolvulus althaeoides L.
6279	Knautia arvernensis (Briq.) Szabó
7721	Trifolium squamosum L.
7850	Vicia pubescens (DC.) Link
7929	Quercus suber L.
8957	Thymus rigidulus KerguÚlen
10674	Ranunculus ficaria L. subsp. bulbilifer Lambinon
11449	Rosa vosagiaca Desportes
12012	Populus x-canadensis Moench
13062	Thymelaea hirsuta (L.) Endl.
15416	Aira provincialis Jordan
16073	Festuca glauca Vill.
17390	Pinus pinea L.
40029	Abies pinsapo Boiss.
40228	Rosa x chavinii Rapin
40234	Corynephorus divaricatus (Pourret) Breistr. subsp. articulatus (Desf.) Lainz
12099	Salix x-rubens Schrank
13090	Tilia x-vulgaris Hayne
40012	Equisetum x moorei Newm.
16114	Festuca longifolia Thuill.
5092	Dianthus carthusianorum L. subsp. carthusianorum
6894	Cytisus triflorus Lam.
7797	Vicia cracca L. subsp. cracca
9654	Plantago lagopus L. var. lagopus
9717	Armeria arenaria (Pers.) Schultes subsp. bupleuroides (Godron & Gren.) Greuter & Bur
12514	Linaria vulgaris Miller subsp. vulgaris
14069	Carex praecox Schreber
5826	Cistus laurifolius L. subsp. laurifolius
10732	Ranunculus parnassifolius L. subsp. heterocarpus K³pfer
11175	Malus pumila Miller
14699	Luzula multiflora (Ehrh.) Lej. subsp. multiflora
16471	Lolium rigidum Gaudin subsp. rigidum
40769	"Symphyotrichum x salignum (Willd.) G.L.Nesom, 1995
"
40836	Allium coloratum Spreng., 1825
40838	Ceratophyllum submersum L., 1763
40847	Carduus personata (L.) Jacq., 1776
40848	Ceratocephalus falcatus (L.) Pers., 1805
40849	Eritrichium nanum (L.) Schrad. ex Gaudin, 1828
40850	Euphorbia segetalis L. subsp. segetalis
40851	Pulsatilla halleri (All.) Willd., 1809
40852	Primula latifolia subsp. graveolens (Hegetschw.) Rouy
40903	Scorzonera hispanica subsp. asphodeloides (Wallr.) Arcang., 1882
40904	Santolina decumbens Mill., 1768
40908	Phelipanche arenaria (Borkh.) Pomel, 1874
40911	Phelipanche ramosa groupe
40912	Antennaria carpatica subsp. helvetica (Chrtek & Pouzar) Chrtek & Pouzar
41010	Cotoneaster juranus groupe
41022	Pinus mugo subsp. uncinata (Ramond ex DC.) Domin, 1936
41023	Silene nocturna L. subsp. nocturna
41148	Hieracium huteri Hausm., 1857
41158	Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip., 1862
41163	Pilosella corymbuloides (Arv.-Touv.) S.Bräut. & Greuter
41165	Pilosella cymosa subsp. sabina (Sebast. & Mauri) H.P.Fuchs, 1980
41169	Pilosella glacialis (Reyn. ex Lachen.) F.W.Schultz & Sch.Bip., 1862
41174	Pilosella lactucella subsp. lactucella 
41178	Pilosella officinarum F.W.Schultz & Sch.Bip., 1862
41180	Pilosella peleteriana subsp. peleteriana 
41181	Pilosella piloselloides (Vill.) Soják, 1971
41184	Pilosella piloselloides subsp. praealta (Gochnat) S.Bräut. & Greuter, 2007
125333	Symphyotrichum squamatum (Spreng.) G.L.Nesom, 1995
4141	Hesperis laciniata All. subsp. spectabilis (Jordan) Rouy & Fouc.
5115	Dianthus furcatus Balbis subsp. furcatus
6436	Erica carnea L., nom. cons. subsp. occidentalis (Bentham) Laínz
9065	Linum strictum L. subsp. strictum
40795	Orchis anthropophora (L.) All., 1785
41329	Ophrys exaltata Ten., 1819
40621	Ranunculus tuberosus groupe
40623	Rubus fruticosus groupe
40626	Taraxacum officinale groupe
41296	Euphrasia officinalis  subsp. rostkoviana (Hayne) F.Town
323	Daucus carota L. subsp. carota
790	Achillea millefolium L. subsp. millefolium
7627	Trifolium incarnatum L. subsp. incarnatum
9665	Plantago major L. subsp. major
9667	Plantago maritima L. subsp. maritima
15317	Agrostis capillaris L. subsp. capillaris
15467	Anthoxanthum odoratum L. subsp. odoratum
16158	Festuca ovina L. subsp. duriuscula auct.
16238	Festuca rubra L. subsp. rubra
16789	Poa trivialis L. subsp. trivialis
9058	Linum ockendonii Greuter & Burdet
40275	Cotoneaster franchetii David
