CODE_CBNA	AGEFLOW_MAX	AGEFLOW_MIN	APOM	CATTLE	CHANGE_TENDENCY_INDK	CLONAab	CLONAbel	CLONRATE	CNRATIO	C_Plant	DEER	DIASPTYPE	DICH	DISP	DISP_INDK	DISP_VITTOZ	DNA	DOM_IN_SITU_INDK	ECOLOGICAL_GRP_INDK	ELLAER_INDK	ELLAER_INDK_VAR	ELLCONT	ELLCONT_INDK	ELLCONT_INDK_VAR	ELLHUMUS_INDK	ELLHUMUS_INDK_VAR	ELLLITE	ELLLITE_INDK	ELLLITE_INDK_VAR	ELLMOIST	ELLMOIST_INDK	ELLMOIST_INDK_VAR	ELLMOISTVAR_INDK	ELLNIT	ELLNIT_INDK	ELLNIT_INDK_VAR	ELLPH	ELLREAC_INDK	ELLREAC_INDK_VAR	ELLSALT	ELLSALT_INDK	ELLTEMP	ELLTEMP_INDK	ELLTEMP_INDK_VAR	ENDEM	FECUNDITY	FLONSET_BEG_INDK	FLONSET_END_INDK	FRUIT	GERMRATE	GERMREQ	GRAZ	GROWTHF	IMMIG_INVASIV_INDK	INFLO_DETAIL	INFLO_SIMPLE	L_ANAT	L_ANGLE	L_AREA	LATSPR	LCCp	LD13C	LD15N	LDMC	L_DRYM	Leaf_T_Strength	L_FORM	L_FRESHM	LHIST	LIFESPAN	LKC	L_LONG	LNC	LPC	LPERST_INDK	L_THICK	MAN_INFLUENCE_INDK	MAX_AGE	MEDIC_POISON_FX_INDK	MOW	MOW_TOLERANCE_INDK	MYCORR	NATURAL	NBCHROM	N_Plant	NUTR	Palatability	PL_H_flora_MIN	PLOIDY	PL_REPR_H	PL_VEG_H	PL_VEG_H_max	POLL_2ND_INDK	POLL_MAIN_INDK	REPROD_INDK	REPSTRAT	ROOT_DEPTH_INDK	ROOTMET	ROSET	SEEDH	SEEDL	SEED_LONGEVITY_INDK	SEEDM	SEEDPROD	SEEDW	SLA	STORAGE_ORGANS_INDK	STRAT_INDK	TAPROOT	VEG_DISP	WOODY
1046				little forage value	=						no or little forage value	generative dispersule	protandrous	Unassisted dispersal	boleochory_endochory	6	2.3	scattered or in small groups	fertilized meadow plants	2	small variation (I)	2	3	small variation (I)	2	small variation (I)	8	4	small variation (I)	5	3	small variation (I)	1	6	3	large variation (II)	6	4	large variation (II)	0	salt tolerant		3.5	small variation (I)			February	November	Achene		Immediate germination	well tolerant to very tolerant		idiochorophytes or indigenes	simple capitulum	solitary	hygromorphic_mesomorphic		3.59					113.5	0.01162723288		long-leaf		Hemicryptophyte	pluriennial		persistent green			wintergreen		indifferent (urbanoneutral)		edible_medicinal	very tolerant	4	Arbuscular AM	Indigenous	9		Chlorophyllian		5	diploid	10	10	17.5			polysexual	Polycarpic	1		Rosette plant	0.2	1.42	2	0.11		0.76	28.7	inconspicuous reserve organ	crs		basal lateral shoots	Herbaceous
1050					=									Unassisted dispersal	boleochory_endochory			scattered or in small groups		2	large variation (II)		2	small variation (I)	2	small variation (I)	6	3	large variation (II)		1.5	small variation (I)	2		2	small variation (I)		4	large variation (II)				4.5	small variation (I)			January	December	Achene					idiochorophytes or indigenes	simple capitulum	solitary													Hemicryptophyte						wintergreen		indifferent (urbanoneutral)		medicinal		2		Indigenous			Chlorophyllian		15			20	25			polysexual												inconspicuous reserve organ	crs		basal lateral shoots	Herbaceous
1056					=									Wind dispersal	meteorochory	3		scattered		3	small variation (I)		3	small variation (I)	1	small variation (I)	9	5	small variation (I)		3	small variation (I)	1		2	small variation (I)		4	small variation (I)				1.5	small variation (I)	West Alpine orophyte		July	August	Achene					idiochorophytes or indigenes	simple capitulum	solitary			42.175		387.563247680664			281.143118008614	0.604605			2.3083	Geophyte_Hemicryptophyte				24.2178440093994		evergreen		close to nature (strictly urbanophobous)		weakly to moderately poisonous				Indigenous			Chlorophyllian		4		9.75	5	8			hermaphroditic and normal sexual											7.04861274693376	thick rhizome	css		basal lateral shoots	Herbaceous
1057					<										dysochory_epichory			scattered		1	small variation (I)		2	small variation (I)	3	small variation (I)		4	small variation (I)		4	small variation (I)	3		4	small variation (I)		3	small variation (I)				4.5	small variation (I)			August	October						neophytes															Hemicryptophyte						decidous		indifferent (urbanoneutral)																		polysexual												no special organ to store energy	ccr		basal lateral shoots	
1058					<										dysochory_epichory			in larger groups	weeds and ruderal plants	1	small variation (I)		2	small variation (I)	2	small variation (I)		4	small variation (I)		3.5	small variation (I)	3		4	small variation (I)		3	small variation (I)				4.5	small variation (I)			July	October						neophytes															Therophyte						decidous		indifferent (urbanoneutral)																		hermaphroditic and normal sexual												no special organ to store energy	crr		no vegetative dispersal parts	
1060					>							one-seeded generative dispersule	protandrous	Exozoochory	dysochory_epichory	6		scattered	weeds and ruderal plants	1	small variation (I)	5	2	small variation (I)	2	large variation (II)	8	4	small variation (I)	9	4.5	small variation (I)	3	8	4	small variation (I)	7	3	small variation (I)	0		6	3.5	small variation (I)			July	September	Achene		Scarification			idiochorophytes or indigenes	cyme of capitulums	cyme	helomorphic_mesomorphic		21.34					165.7	0.04698		long-leaf		Therophyte	annual		summer green			decidous		moderately close to nature (moderately urbanophobous)		medicinal				Exogenous	12		Chlorophyllian		40	diploid	47.75	45.5	75		autogamous_entomogamous	polysexual	Monocarpic			Erosulate plant	0.42	6.765		1.232		1.79	28.96	no special organ to store energy	crr		no vegetative dispersal parts	Herbaceous
1062					<										dysochory_epichory			in larger groups	wetland plants	1	small variation (I)		2	small variation (I)	2	large variation (II)		3	small variation (I)		4.5	small variation (I)	3		4	small variation (I)		3	small variation (I)				4.5	small variation (I)			August	October						neophytes															Therophyte						decidous		moderatly hemerobic (moderately urbanophilous)																entomogamous	autogamous	hermaphroditic and normal sexual												no special organ to store energy	crr		no vegetative dispersal parts	
1063					<									Exozoochory	dysochory_epichory	6		in larger stands	wetland plants	1	small variation (I)		2	small variation (I)	2	large variation (II)	7.5	3	small variation (I)	8	4.5	small variation (I)	3	8	4	small variation (I)	7	3	small variation (I)		salt tolerant	6	4.5	small variation (I)			August	October	Achene					neophytes	cyme of capitulums	cyme	helomorphic_mesomorphic		44.46					181.995	0.11041		pinnate		Therophyte	annual		summer green			decidous		indifferent (urbanoneutral)						Exogenous	12		Chlorophyllian		20	tetraploid	66.75	76.5	150		autogamous	hermaphroditic and normal sexual				Erosulate plant	1.08	9.1	4	2.96		2.41	32.28	no special organ to store energy	crr		no vegetative dispersal parts	Herbaceous
1066					>							one-seeded generative dispersule		Exozoochory	dysochory_epichory	6		in larger groups	wetland plants	1	small variation (I)	5	4	small variation (I)	2	large variation (II)	8.5	4	small variation (I)	9	4.5	small variation (I)	3	8	4	small variation (I)	6	3	small variation (I)			6	3.5	small variation (I)			July	September	Achene					idiochorophytes or indigenes	cyme of capitulums	cyme	helomorphic_mesomorphic		89.745					132.905	0.29264		pinnatifid		Therophyte	annual		summer green			decidous		moderately close to nature (moderately urbanophobous)						Exogenous	12		Chlorophyllian		50	tetraploid	57.5	58	85			hermaphroditic and normal sexual				Erosulate plant	0.32	6.3		1.8375		1.89	32.56	no special organ to store energy	crr		no vegetative dispersal parts	Herbaceous
1067					<										dysochory_epichory			in larger groups	weeds and ruderal plants	1	small variation (I)		2	small variation (I)	2	small variation (I)		4	small variation (I)		3.5	small variation (I)	3		4	small variation (I)		3	small variation (I)				4.5	small variation (I)			September	October						neophytes															Therophyte						decidous		indifferent (urbanoneutral)																		hermaphroditic and normal sexual												no special organ to store energy	crr		no vegetative dispersal parts	
1068					<							generative dispersule_germinule_one-seeded generative dispersule	protandrous	Exozoochory	dysochory_epichory	6		in larger groups	weeds and ruderal plants	1	small variation (I)		3	small variation (I)	2	large variation (II)	8	4	small variation (I)	8.5	4	large variation (II)	3	7.5	4	small variation (I)	7	3	small variation (I)	0		6	4	small variation (I)			July	October	Achene					presumably indigenous in some areas of the study region and widely spread later but after 1500 AD	cyme of capitulums	cyme	helomorphic_mesomorphic		26.35					151.28	0.0626		pinnatifid		Therophyte	annual		summer green			decidous		indifferent (urbanoneutral)		edible_medicinal				Indigenous	12		Chlorophyllian		20	tetraploid	46.25	53	87.5			hermaphroditic and normal sexual	Monocarpic	1.5		Erosulate plant	0.61	7.74	3	2.26		2.18	32.5	no special organ to store energy	crr		no vegetative dispersal parts	Herbaceous
1071					=										meteorochory			scattered		2	small variation (I)		3	small variation (I)	2	small variation (I)		5	small variation (I)		1	small variation (I)	1		2	small variation (I)		4	large variation (II)				5	small variation (I)			May	July						idiochorophytes or indigenes															Therophyte						decidous		indifferent (urbanoneutral)																		polysexual												no special organ to store energy	rrr		no vegetative dispersal parts	
1072					>									Unassisted dispersal	meteorochory	1		scattered	weeds and ruderal plants	2	small variation (I)		3	small variation (I)	2	small variation (I)	8	4	small variation (I)		1	small variation (I)	1		2	small variation (I)		4	small variation (I)				5	small variation (I)			June	July	Achene					presumably indigenous in some areas of the study region and widely spread later but before 1500 AD	simple capitulum	solitary			4.5225					0.184287064116721	0.009655			0.05285	Therophyte						decidous		indifferent (urbanoneutral)	1					Indigenous			Chlorophyllian		4		8.5	8.75	12			polysexual								0.1			44.157141915	no special organ to store energy	rrr		no vegetative dispersal parts	Herbaceous
1076				little forage value	>							generative dispersule		Unassisted dispersal	meteorochory	2		scattered or in small groups	forest plants	1	small variation (I)	4	4	small variation (I)	2	small variation (I)	7.5	3	large variation (II)	4	2	small variation (I)	3	3	2	small variation (I)	8	4	small variation (I)				3	small variation (I)			June	September	Achene			intolerant to sensitive		idiochorophytes or indigenes	corymb of capitulums	corymb	mesomorphic		10.01					179.08	0.03624		long-leaf		Hemicryptophyte	pluriennial		summer green			decidous		moderately close to nature (moderately urbanophobous)			sensitive	2		Indigenous	10		Chlorophyllian		40	diploid	38.75	40	70			polysexual		2.5		Hemirosette plant	0.69	3.065	4	0.56		1.17	27.29	thick rhizome	crs		basal lateral shoots	Herbaceous
1081	10	6			=									Wind dispersal	meteorochory	5		in larger stands	mountain plants	1	large variation (II)		2	small variation (I)	3	large variation (II)	6	2	large variation (II)		3.5	small variation (I)	1		4	small variation (I)		3	small variation (I)				2	small variation (I)		1000	June	September	Achene					idiochorophytes or indigenes					73.05		446.863784790039			184.627726539893	0.287995			1.70855	Hemicryptophyte				32.6442027091979		decidous		close to nature (strictly urbanophobous)		poisonous for individual animal species		1		Indigenous			Chlorophyllian	3	70		89	74	150		entomogamous	hermaphroditic and normal sexual		3									23.5603484022806	thick rhizome	ccs		basal lateral shoots	Herbaceous
1085	5	3			=									Wind dispersal	meteorochory	5		in larger stands	mountain plants	2	large variation (II)		3	small variation (I)	2	small variation (I)	6	2	large variation (II)		3.5	small variation (I)	1		2.5	small variation (I)		5	small variation (I)				2	small variation (I)		2250	June	August	Achene					idiochorophytes or indigenes					45.815		410.710182189941			144.865771816523	0.28365			1.901	Hemicryptophyte				24.8777675628662		decidous		close to nature (strictly urbanophobous)	3	poisonous for individual animal species		2		Indigenous			Chlorophyllian	0	25		46	38.75	50	entomogamous	autogamous_entomogamous	hermaphroditic and normal sexual		3									15.6653944063824	thick rhizome	crs		basal lateral shoots	Herbaceous
1087	5	3			=									Wind dispersal	meteorochory	5		in larger groups	mountain plants	2	large variation (II)		3	small variation (I)	1	small variation (I)	7	5	small variation (I)		4	small variation (I)	1		1.5	small variation (I)		2	small variation (I)				1	small variation (I)	Alpine orophyte	2250	July	August	Achene					idiochorophytes or indigenes					28.065		465.284996032715			135.913557067572	0.107655			0.837525	Hemicryptophyte				49.5881080627441		decidous		close to nature (strictly urbanophobous)	4	poisonous for individual animal species		2		Indigenous			Chlorophyllian	0	25		36	34	50		entomogamous	hermaphroditic and normal sexual		4									24.4058096591208	thick rhizome	css		basal lateral shoots	Herbaceous
1089					>							generative dispersule_one-seeded generative dispersule	protandrous	Exozoochory	epichory_meteorochory	6		scattered or in small groups	weeds and ruderal plants	3	small variation (I)	3	3	small variation (I)	2	small variation (I)	7	4	small variation (I)	4	1.5	small variation (I)	1	6	3	small variation (I)	8	4	small variation (I)		salt tolerant	8	5	small variation (I)			April	December	Achene						raceme of capitulums	raceme	mesomorphic		11.44					95.36	0.04083		simple		Therophyte	annual		overwintering green			decidous		moderatly hemerobic (moderately urbanophilous)		edible				Indigenous	7		Chlorophyllian		10	hexaploid	15	17.5	30		entomogamous	polysexual				Hemirosette plant	2.5	10		3.585		2.5	31.05	no special organ to store energy	rrr		no vegetative dispersal parts	Herbaceous
1093					<										epichory_meteorochory			scattered or in small groups	weeds and ruderal plants	2	small variation (I)		3	small variation (I)	2	small variation (I)		4	small variation (I)		2.5	small variation (I)	1		4	small variation (I)		3	small variation (I)				4.5	small variation (I)			June	August						young species (archaeophytes)															Therophyte						decidous		strictly hemerobic (strictly urbanophilous)		medicinal														entomogamous	entomogamous	polysexual												no special organ to store energy	crr		no vegetative dispersal parts	
1098					<										anthropochory_meteorochory			scattered	weeds and ruderal plants	2	small variation (I)		1	small variation (I)	2	small variation (I)		4	small variation (I)		3	small variation (I)	1		4	small variation (I)		3	small variation (I)				4.5	small variation (I)			July	October						neophytes															Therophyte						decidous		strictly hemerobic (strictly urbanophilous)																entomogamous	entomogamous	polysexual												no special organ to store energy	crr		basal lateral shoots	
1099															meteorochory			in larger groups	wetland plants	1	small variation (I)		2	small variation (I)	3	small variation (I)		4	small variation (I)		4.5	small variation (I)	2		3	small variation (I)		3	small variation (I)				2.5	small variation (I)			June	August						idiochorophytes or indigenes															Hemicryptophyte						wintergreen		moderately close to nature (moderately urbanophobous)				3													entomogamous	hermaphroditic and normal sexual		1.5										thick rhizome	ccs		basal lateral shoots	
1102					=									Unassisted dispersal	meteorochory	3		scattered		1	large variation (II)		2	small variation (I)	2	small variation (I)	8	4	small variation (I)		2	small variation (I)	2		1.5	small variation (I)		4	small variation (I)				4	small variation (I)			June	July	Achene					idiochorophytes or indigenes	simple capitulum	solitary			2.66					0.20809997199865	0.03512			0.1685	Hemicryptophyte						wintergreen		indifferent (urbanoneutral)						Indigenous			Chlorophyllian		10		5	3.5	25			hermaphroditic and normal sexual											7.6235954515	inconspicuous reserve organ	ccr		basal lateral shoots	Herbaceous
1103															meteorochory			scattered	weeds and ruderal plants	2	small variation (I)		4	small variation (I)	2	small variation (I)		4	small variation (I)		1	small variation (I)	2		4	small variation (I)		3	small variation (I)				4.5	small variation (I)			June	September						presumably indigenous in some areas of the study region and widely spread later but before 1500 AD															Hemicryptophyte						wintergreen		moderatly hemerobic (moderately urbanophilous)	4	edible		1												entomogamous_ornithophilous	autogamous	hermaphroditic and normal sexual		4										root swelling	crr		no vegetative dispersal parts	
