CODE_CBNA	AGEFLOW_MAX	AGEFLOW_MIN	APOM	CATTLE	CHANGE_TENDENCY_INDK	CLONAab	CLONAbel	CLONRATE	CNRATIO	C_Plant	DEER	DIASPTYPE	DICH	DISP	DISP_INDK	DISP_VITTOZ	DNA	DOM_IN_SITU_INDK	ECOLOGICAL_GRP_INDK	ELLAER_INDK	ELLAER_INDK_VAR	ELLCONT	ELLCONT_INDK	ELLCONT_INDK_VAR	ELLHUMUS_INDK	ELLHUMUS_INDK_VAR	ELLLITE	ELLLITE_INDK	ELLLITE_INDK_VAR	ELLMOIST	ELLMOIST_INDK	ELLMOIST_INDK_VAR	ELLMOISTVAR_INDK	ELLNIT	ELLNIT_INDK	ELLNIT_INDK_VAR	ELLPH	ELLREAC_INDK	ELLREAC_INDK_VAR	ELLSALT	ELLSALT_INDK	ELLTEMP	ELLTEMP_INDK	ELLTEMP_INDK_VAR	ENDEM	FECUNDITY	FLONSET_BEG_INDK	FLONSET_END_INDK	FRUIT	GERMRATE	GERMREQ	GRAZ	GROWTHF	IMMIG_INVASIV_INDK	INFLO_DETAIL	INFLO_SIMPLE	L_ANAT	L_ANGLE	L_AREA	LATSPR	LCCp	LD13C	LD15N	LDMC	L_DRYM	Leaf_T_Strength	L_FORM	L_FRESHM	LHIST	LIFESPAN	LKC	L_LONG	LNC	LPC	LPERST_INDK	L_THICK	MAN_INFLUENCE_INDK	MAX_AGE	MEDIC_POISON_FX_INDK	MOW	MOW_TOLERANCE_INDK	MYCORR	NATURAL	NBCHROM	N_Plant	NUTR	Palatability	PL_H_flora_MIN	PLOIDY	PL_REPR_H	PL_VEG_H	PL_VEG_H_max	POLL_2ND_INDK	POLL_MAIN_INDK	REPROD_INDK	REPSTRAT	ROOT_DEPTH_INDK	ROOTMET	ROSET	SEEDH	SEEDL	SEED_LONGEVITY_INDK	SEEDM	SEEDPROD	SEEDW	SLA	STORAGE_ORGANS_INDK	STRAT_INDK	TAPROOT	VEG_DISP	WOODY
12103					>				18.414151385			one-seeded generative dispersule	homogamous	Unassisted dispersal	endochory_myrmecochory	6		scattered	mountain plants	2	large variation (II)	4	3	small variation (I)	2	small variation (I)	7.5	4	small variation (I)	4	3	large variation (II)	2	2	2	small variation (I)	8	3	large variation (II)			3	2	large variation (II)			May	July	Achene					idiochorophytes or indigenes	uniparous helicoid cyme	cyme	mesomorphic		0.5797085715		369.01792525			202.5295415	0.0045		long-leaf	0.025017857	Hemicryptophyte_Parasite	pluriennial		summer green	20.52773118		decidous		moderately close to nature (moderately urbanophobous)	4			2		Indigenous	6		Chlorophyllian		5	diploid	17.75	9	17.5	entomogamous	entomogamous	hermaphroditic and normal sexual		1		Erosulate plant	1.775	5.25		2.8		1.775	13.406473115	no special organ to store energy	css		basal lateral shoots	Herbaceous
12107					>		Roots with generative buds					one-seeded generative dispersule	homogamous	Unassisted dispersal	myrmecochory	3		scattered or in small groups	unfertilized dry meadows	2	large variation (II)	4	4	small variation (I)	2	small variation (I)	6	3	small variation (I)	3	1.5	small variation (I)	2	2	2	small variation (I)	8	4	small variation (I)			6	4.5	large variation (II)			May	July	Achene					idiochorophytes or indigenes	uniparous helicoid cyme	cyme	mesomorphic_scleromorphic		1.91					281.84	0.01012		long-leaf		Geophyte_Hemicryptophyte_Parasite	pluriennial		summer green			decidous		moderately close to nature (moderately urbanophobous)	11			1		Indigenous	6		Chlorophyllian		40	tetraploid	42.5	42.5	70			hermaphroditic and normal sexual			Root shoot	Erosulate plant	2.21	4.155		3.59		2.21	16.41	root swelling	css		root shoots	Herbaceous
12109					>									Unassisted dispersal	myrmecochory	3		scattered or in small groups		2	small variation (I)		3	small variation (I)	2	small variation (I)	8	4	small variation (I)		1	small variation (I)	2		1.5	small variation (I)		3	small variation (I)				5	small variation (I)			May	June	Achene					idiochorophytes or indigenes	uniparous helicoid cyme	cyme													Chamaephyte_Geophyte_Hemicryptophyte_Parasite						decidous		moderately close to nature (moderately urbanophobous)	9			1		Indigenous			Chlorophyllian		5			10	20			hermaphroditic and normal sexual												root swelling	css		basal lateral shoots	Herbaceous
12110					>									Unassisted dispersal	myrmecochory			scattered or in small groups		2	small variation (I)		3	small variation (I)	2	small variation (I)	8	4	small variation (I)	3	1	small variation (I)	2	3	1.5	small variation (I)	8	4	small variation (I)	0			3	small variation (I)			June	August	Achene					idiochorophytes or indigenes	uniparous helicoid cyme	cyme													Geophyte_Hemicryptophyte_Parasite						decidous		moderately close to nature (moderately urbanophobous)				1		Indigenous			Chlorophyllian		3			5	10			hermaphroditic and normal sexual								2.932				inconspicuous reserve organ	css		basal lateral shoots	Herbaceous
12115															endochory_myrmecochory			scattered	mountain plants	2	large variation (II)		3	small variation (I)	2	small variation (I)		4	small variation (I)		3	large variation (II)	2		2	small variation (I)		3	large variation (II)				2	large variation (II)			May	July						idiochorophytes or indigenes															Hemicryptophyte_Parasite						decidous		moderately close to nature (moderately urbanophobous)	4			2												entomogamous	entomogamous	hermaphroditic and normal sexual		1										no special organ to store energy	css		basal lateral shoots	
12117				no or little forage value	>		Roots with generative buds					generative dispersule_one-seeded generative dispersule	homogamous	Unassisted dispersal	myrmecochory	5		scattered or in small groups	forest plants	2	small variation (I)	5	4	small variation (I)	2	small variation (I)	8	3	small variation (I)	2	1	small variation (I)	2	1	2	small variation (I)	8	4	small variation (I)			7	3.5	small variation (I)			May	July	Achene			moderately tolerant		idiochorophytes or indigenes	uniparous helicoid cyme	cyme	scleromorphic		0.4					186.88	0.00202		long-leaf		Geophyte_Hemicryptophyte_Parasite	pluriennial		summer green			decidous		moderately close to nature (moderately urbanophobous)			sensitive to moderately tolerant	1		Indigenous	6		Chlorophyllian		13	tetraploid	20	19	22			hermaphroditic and normal sexual			Root shoot	Erosulate plant	1.75	4		6.6		1.75	17.67	inconspicuous reserve organ	css		below-ground runners	Herbaceous
12120				no or little forage value	>							one-seeded generative dispersule	homogamous	Unassisted dispersal	myrmecochory	3		scattered or in small groups	mountain plants	2	small variation (I)	4	3	small variation (I)	2	small variation (I)	8	4	small variation (I)	4	2	small variation (I)	1	2	2	small variation (I)	4	2	small variation (I)			4	2.5	small variation (I)			May	August	Achene			moderately tolerant		idiochorophytes or indigenes	uniparous helicoid cyme	cyme	mesomorphic		1.17					167.94	0.001775		long-leaf		Hemicryptophyte_Parasite	pluriennial		summer green			decidous		moderately close to nature (moderately urbanophobous)	11		sensitive to moderately tolerant	1		Indigenous	7		Chlorophyllian		5	diploid	27.5	14.5	20			hermaphroditic and normal sexual				Erosulate plant	2.31	3.185		4.24		2.31	54.18	no special organ to store energy	css		basal lateral shoots	Herbaceous
12122					<										boleochory			scattered	wetland plants	1	small variation (I)		1	small variation (I)	3	small variation (I)		4	small variation (I)		4.5	small variation (I)	2		2	small variation (I)		2	small variation (I)				3.5	small variation (I)			June	August						neophytes															Carnivorous_Hemicryptophyte						wintergreen		moderately close to nature (moderately urbanophobous)																entomogamous	entomogamous	hermaphroditic and normal sexual												hypocotyl tuber	sss		no vegetative dispersal parts	
12124					<										boleochory			scattered or in small groups	pioneer plants of low elevation	2	small variation (I)		2	small variation (I)	2	small variation (I)		3	large variation (II)		3	small variation (I)	1		3	small variation (I)		3	small variation (I)				3.5	small variation (I)			March	May						neophytes															Chamaephyte_Hemicryptophyte						partly wintergreen		moderatly hemerobic (moderately urbanophilous)																autogamous_entomogamous	entomogamous	hermaphroditic and normal sexual												rhizome with fleshy organs	ccs		basal lateral shoots	
12125					=	Stolons	Stem-derived rhizomes	6				one-seeded generative dispersule	homogamous_protogynous	Unassisted dispersal	hydrochory	1		in larger groups	forest plants	1	small variation (I)	5	3	small variation (I)	2	small variation (I)	5	2	small variation (I)	8	4.5	small variation (I)	3	5.5	3	small variation (I)	6.5	4	large variation (II)	0		4	3	small variation (I)			April	June	Capsule					idiochorophytes or indigenes	simple raceme	raceme	helomorphic_hygromorphic		5.4025					116	0.018155636785		full	0.11253	Hemicryptophyte	pluriennial		summer green			wintergreen		moderately close to nature (moderately urbanophobous)		edible		2		Indigenous	12		Chlorophyllian		5	tetraploid	9	9	13.5	autogamous	entomogamous	hermaphroditic and normal sexual	Polycarpic			Hemirosette plant	0.45	0.68		0.058		0.45	29.2	inconspicuous reserve organ	css	no	below-ground runners	Herbaceous
12126					=	Stolons		1				one-seeded generative dispersule	protogynous	Unassisted dispersal	hydrochory	1		in larger groups	forest plants	2	small variation (I)	2	1	small variation (I)	2	small variation (I)	5	2	small variation (I)	9	4.5	small variation (I)	3	5	3	small variation (I)	5	3	small variation (I)	0		5	3	small variation (I)			April	July	Capsule		Immediate germination			idiochorophytes or indigenes	simple raceme	raceme	helomorphic_hygromorphic		1.485					124.5	0.006249876314		full		Hemicryptophyte	pluriennial		persistent green			wintergreen		moderately close to nature (moderately urbanophobous)		edible		2		Indigenous	21		Chlorophyllian		5	diploid	10	9	12	entomogamous	autogamous_entomogamous	hermaphroditic and normal sexual	Polycarpic			Erosulate plant	0.5	0.59		0.04		0.48	23.35	inconspicuous reserve organ	css		above-ground runners	Herbaceous
12130	5	3			>	Rooting stems_Stolons		1				generative dispersule_one-seeded generative dispersule	protandrous	Unassisted dispersal	boleochory_hydrochory	1		in larger groups	mountain plants	1	large variation (II)	3	2	small variation (I)	1	small variation (I)	8	4	small variation (I)	9	4	small variation (I)	3	3	2	small variation (I)	8	4	large variation (II)	0		3	2	large variation (II)		20000	June	August	Capsule	48				idiochorophytes or indigenes	raceme of racemes	raceme	helomorphic_succulent		0.275					154.695	0.001695		long-leaf		Chamaephyte_Hemicryptophyte	pluriennial		persistent green			evergreen		close to nature (strictly urbanophobous)	20					Indigenous	13		Chlorophyllian	3	10	diploid	16.5	11	20		entomogamous	hermaphroditic and normal sexual		1		Erosulate plant_Hemirosette plant	0.35	0.88		0.05		0.42	15.295	inconspicuous reserve organ	css	no_yes	creeping shoots or espaliers	Suffrutescent
12133					=	Rooting stems		6					protogynous	Unassisted dispersal	boleochory	1		scattered or in small groups	mountain plants	2	small variation (I)	5	2	small variation (I)	2	small variation (I)	7	4	small variation (I)	7	3.5	small variation (I)	1	4	2	small variation (I)	8	4	small variation (I)			2	1	small variation (I)			June	August	Capsule					idiochorophytes or indigenes	simple raceme	raceme	helomorphic_mesomorphic		3.2		450.199432373047			116.355295590595	0.011765		simple	0.09415	Chamaephyte_Hemicryptophyte	pluriennial		persistent green	47.3826122283936		evergreen		close to nature (strictly urbanophobous)						Indigenous	12		Chlorophyllian		5	14-ploid_16-ploid_decaploid_octoploid	4.8	3.3	10			hermaphroditic and normal sexual				Rosette plant		0.55		0.037		0.35	27.7369198424527	inconspicuous reserve organ	sss	no	basal lateral shoots	Herbaceous
12134					=										boleochory			scattered	mountain plants	2	small variation (I)		4	small variation (I)	2	small variation (I)		4	small variation (I)		3.5	small variation (I)	1		4	small variation (I)		4	small variation (I)				1.5	small variation (I)			June	August						idiochorophytes or indigenes															Therophyte						wintergreen		close to nature (strictly urbanophobous)	10															autogamous	autogamous	hermaphroditic and normal sexual												no special organ to store energy	rss		no vegetative dispersal parts	
12137					=							one-seeded generative dispersule		Unassisted dispersal	boleochory	4		scattered or in small groups	mountain plants	3	small variation (I)		3	small variation (I)	1	small variation (I)	9	5	small variation (I)		2.5	small variation (I)	1		1.5	small variation (I)		2	small variation (I)				2	small variation (I)			June	August	Capsule					idiochorophytes or indigenes	simple raceme	raceme													Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)						Indigenous			Chlorophyllian		10			14	20		entomogamous	hermaphroditic and normal sexual						0.8		0.01				inconspicuous reserve organ	css		above-ground shoots_basal lateral shoots	Herbaceous
12144	10	6			=	Stolons	Roots with generative buds						protandrous	Unassisted dispersal	boleochory	4		scattered or in small groups	mountain plants	3	small variation (I)	4	3	small variation (I)	1	small variation (I)	9	5	large variation (II)	5	3.5	small variation (I)	1	2	1	small variation (I)	3	2	small variation (I)			1	1	small variation (I)		7500	July	August	Capsule					idiochorophytes or indigenes	simple raceme	raceme	mesomorphic_scleromorphic										scale-like		Chamaephyte_Hemicryptophyte	pluriennial		persistent green			evergreen		close to nature (strictly urbanophobous)	14					Indigenous	13		Chlorophyllian	0	6	diploid	4.5	5.5	12		entomogamous	hermaphroditic and normal sexual		1		Hemirosette plant	0.24	0.63		0.03		0.3	18.2	inconspicuous reserve organ	css	no_yes	cushions	Suffrutescent
12145															boleochory			scattered or in small groups	unfertilized dry meadows	2	small variation (I)		4	small variation (I)	2	small variation (I)		4	small variation (I)		1	small variation (I)	1		2	small variation (I)		3	small variation (I)				4	large variation (II)			April	June						idiochorophytes or indigenes															Hemicryptophyte						partly wintergreen		moderately close to nature (moderately urbanophobous)	1			2														hermaphroditic and normal sexual												inconspicuous reserve organ	crs		bulbils	
12146					=										boleochory			scattered or in small groups		3	small variation (I)		4	small variation (I)	1	small variation (I)		5	small variation (I)		1.5	small variation (I)	1		1	small variation (I)		5	small variation (I)				2	large variation (II)			March	June						idiochorophytes or indigenes															Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)																	autogamous	hermaphroditic and normal sexual												thick rhizome	sss		cushions	
12147					=	Rooting stems_Stolons		0.5					protandrous	Unassisted dispersal	boleochory	3		scattered or in small groups	mountain plants	3	small variation (I)	4	4	small variation (I)	2	large variation (II)	8	5	small variation (I)	3	2	small variation (I)	1	2	1	small variation (I)	9	5	small variation (I)			2	1.5	small variation (I)			June	September	Capsule					idiochorophytes or indigenes	simple raceme	raceme	scleromorphic										acicular		Chamaephyte_Hemicryptophyte	pluriennial		persistent green			evergreen		close to nature (strictly urbanophobous)						Indigenous	12.5		Chlorophyllian		6	diploid	7.5	5.5	10			hermaphroditic and normal sexual		1		Hemirosette plant	0.25	0.63		0.0305		0.3		inconspicuous reserve organ	sss	no	cushions	Suffrutescent
12148					=									Unassisted dispersal	boleochory	2		scattered or in small groups		3	small variation (I)		4	small variation (I)	1	small variation (I)	7	4	small variation (I)		2	small variation (I)	1		1.5	small variation (I)		5	small variation (I)				2.5	large variation (II)			May	July	Capsule					idiochorophytes or indigenes	raceme of racemes	raceme													Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)						Indigenous			Chlorophyllian		25			40	50			hermaphroditic and normal sexual												fleshy basal leaves	sss		basal lateral shoots	Suffrutescent
12156					=										boleochory			scattered or in small groups		3	small variation (I)		4	small variation (I)	1	small variation (I)		4	small variation (I)		2	small variation (I)	1		2	small variation (I)		5	small variation (I)				3	large variation (II)			June	July						idiochorophytes or indigenes															Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)													23.5	13.5				hermaphroditic and normal sexual												fleshy basal leaves	sss		cushions	
12157					=									Unassisted dispersal	boleochory	1		scattered or in small groups		3	small variation (I)		3	small variation (I)	3	small variation (I)	6	3	large variation (II)		2	small variation (I)	1		1.5	small variation (I)		3	small variation (I)				3	small variation (I)			May	June	Capsule					idiochorophytes or indigenes															Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)						Indigenous			Chlorophyllian		12			15	20			hermaphroditic and normal sexual												inconspicuous reserve organ	css		basal lateral shoots	Suffrutescent
12161					=	Rooting stems		0.5				one-seeded generative dispersule		Unassisted dispersal	boleochory	2		scattered or in small groups	mountain plants	3	small variation (I)		3	small variation (I)	1	small variation (I)	7	4	small variation (I)		3	small variation (I)	1		1.5	small variation (I)		2	small variation (I)				2.5	large variation (II)			June	August	Capsule					idiochorophytes or indigenes	raceme of racemes	raceme			3.08					190.48	0.02997				Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)	3					Indigenous			Chlorophyllian								entomogamous	hermaphroditic and normal sexual											8.11	fleshy basal leaves	sss		above-ground runners	Suffrutescent
12164					=							one-seeded generative dispersule		Wind dispersal	boleochory			in larger groups	forest plants	2	small variation (I)		2	small variation (I)	2	small variation (I)		2	small variation (I)		3.5	small variation (I)	1		2	small variation (I)		2	large variation (II)				2.5	small variation (I)			June	August						idiochorophytes or indigenes															Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)																		hermaphroditic and normal sexual		1				1						fleshy basal leaves	css		above-ground runners	
12165					=									Unassisted dispersal	boleochory	1		in larger groups	forest plants	2	small variation (I)		2	small variation (I)	2	small variation (I)	6	2	small variation (I)		3.5	small variation (I)	1		2	small variation (I)		2	large variation (II)				2.5	small variation (I)	South Western Prealpine orophyte		June	August	Capsule					idiochorophytes or indigenes	raceme of racemes	raceme													Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)						Indigenous			Chlorophyllian		7			10	12			hermaphroditic and normal sexual		1										fleshy basal leaves	css		above-ground runners	Herbaceous
12166	10	6			=									Unassisted dispersal	boleochory	1		in larger groups	forest plants	2	small variation (I)		2	small variation (I)	2	small variation (I)	6	2	small variation (I)		3.5	small variation (I)	1		2	small variation (I)		2	large variation (II)				2.5	small variation (I)		22500	June	August	Capsule					idiochorophytes or indigenes	raceme of racemes	raceme			3.72		432.475128173828			167.835056960137	0.03142			0.146065	Chamaephyte_Hemicryptophyte				8.34332227706909		evergreen		close to nature (strictly urbanophobous)						Indigenous			Chlorophyllian	1	10		11	3.25	20			hermaphroditic and normal sexual		1									16.7258550378739	fleshy basal leaves	css		above-ground runners	Herbaceous
12173					=									Unassisted dispersal	boleochory	4		scattered or in small groups		3	small variation (I)		3	small variation (I)	2	small variation (I)	6	4	small variation (I)		2.5	small variation (I)	1		1.5	small variation (I)		5	small variation (I)				2.5	large variation (II)	South Western Prealpine orophyte		July	August	Capsule					idiochorophytes or indigenes															Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)						Indigenous			Chlorophyllian		7			10	15			hermaphroditic and normal sexual												inconspicuous reserve organ	sss		basal lateral shoots_cushions	Suffrutescent
12175					=									Unassisted dispersal	boleochory	4		scattered or in small groups	mountain plants	3	small variation (I)		4	small variation (I)	1	small variation (I)	7	5	small variation (I)		1	small variation (I)	1		1	small variation (I)		5	small variation (I)				1.5	small variation (I)	West Alpine orophyte		May	August	Capsule					idiochorophytes or indigenes	simple raceme	raceme													Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)						Indigenous			Chlorophyllian		5			7	9			hermaphroditic and normal sexual												inconspicuous reserve organ	sss		cushions	Suffrutescent
12178	10	6			=							one-seeded generative dispersule		Unassisted dispersal	boleochory	4		scattered or in small groups	mountain plants	3	small variation (I)		4	small variation (I)	2	small variation (I)	8	5	large variation (II)		3	small variation (I)	1		1	small variation (I)		2	small variation (I)				1	small variation (I)		11250	July	August	Capsule	10				idiochorophytes or indigenes															Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)	16					Indigenous			Chlorophyllian	0	4		6.5	8	12			hermaphroditic and normal sexual						0.5		0.028635				inconspicuous reserve organ	sss		basal lateral shoots_cushions	Suffrutescent
12180					=									Unassisted dispersal	boleochory	4		scattered or in small groups	mountain plants	3	small variation (I)		4	small variation (I)	2	small variation (I)	8	5	large variation (II)		3	small variation (I)	1		1	small variation (I)		2	small variation (I)				1	small variation (I)			July	August	Capsule					idiochorophytes or indigenes	simple raceme	raceme													Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)						Indigenous			Chlorophyllian		4			8	12			hermaphroditic and normal sexual												inconspicuous reserve organ	sss		basal lateral shoots_cushions	Suffrutescent
12183					=									Unassisted dispersal	boleochory	4		scattered or in small groups	mountain plants	3	small variation (I)		4	small variation (I)	2	small variation (I)	8	5	large variation (II)		3	small variation (I)	1		1	small variation (I)		4	small variation (I)				1	small variation (I)			July	August	Capsule					idiochorophytes or indigenes	simple raceme	raceme			2.09					0.188469328595225	0.01606			0.08714	Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)						Indigenous			Chlorophyllian		4		4.5	3.5	12			hermaphroditic and normal sexual		1										inconspicuous reserve organ	sss		basal lateral shoots_cushions	Suffrutescent
12184																4																																																																																															
12186					=									Unassisted dispersal	boleochory	1		scattered or in small groups		3	small variation (I)		3	small variation (I)	1	small variation (I)	7	4	small variation (I)		2.5	small variation (I)	1		1.5	small variation (I)		2	small variation (I)				1.5	small variation (I)	West Alpine orophyte		July	August	Capsule					idiochorophytes or indigenes	simple raceme	raceme													Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)						Indigenous			Chlorophyllian		20			25	30			hermaphroditic and normal sexual												fleshy basal leaves_thick rhizome	sss		no vegetative dispersal parts	Suffrutescent
12194				little forage value	>	Rooting stems	Stem-derived bulbs	8				generative dispersule_one-seeded generative dispersule	protandrous	Unassisted dispersal	boleochory	1	1.6	scattered or in small groups	unfertilized dry meadows	2	small variation (I)	7	2	small variation (I)	2	small variation (I)	8	4	small variation (I)	7	2.5	large variation (II)	2	3	2	small variation (I)	5	3	small variation (I)	0		5	4	small variation (I)			April	June	Capsule			moderately tolerant		idiochorophytes or indigenes	simple raceme	raceme	hygromorphic_succulent		5.195					83.5	0.01805484695		lobate		Geophyte_Hemicryptophyte	pluriennial		spring green			partly wintergreen		indifferent (urbanoneutral)		edible_medicinal	sensitive to moderately tolerant	2		Indigenous	17.5		Chlorophyllian		12	diploid_tetraploid	27.5	25	40		entomogamous	hermaphroditic and normal sexual	Polycarpic	1		Hemirosette plant	0.23	0.46		0.03		0.28	30.8	no special organ to store energy	crs	no	bulbs	Herbaceous
12201					=										boleochory			scattered or in small groups		1	small variation (I)		3	small variation (I)	2	small variation (I)		5	small variation (I)		3.5	small variation (I)	2		2	small variation (I)		3	small variation (I)				1.5	small variation (I)			July	August						idiochorophytes or indigenes															Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)																	autogamous	hermaphroditic and normal sexual												thick rhizome	sss		basal lateral shoots	
12202															boleochory			scattered or in small groups	wetland plants	1	small variation (I)		2	small variation (I)	3	small variation (I)		4	small variation (I)		4.5	small variation (I)	1		3	small variation (I)		3	small variation (I)				2.5	small variation (I)			July	August						idiochorophytes or indigenes															Chamaephyte_Hemicryptophyte						decidous		moderately close to nature (moderately urbanophobous)				2													entomogamous	hermaphroditic and normal sexual		1										inconspicuous reserve organ	css		above-ground runners	
12203					<										boleochory			scattered or in small groups	forest plants	3	small variation (I)		1	small variation (I)	2	small variation (I)		3	small variation (I)		3.5	small variation (I)	1		2	small variation (I)		3	small variation (I)				3	large variation (II)			May	August						neophytes															Hemicryptophyte						evergreen		indifferent (urbanoneutral)																		hermaphroditic and normal sexual												thick rhizome	css		basal lateral shoots	
12228					=									Unassisted dispersal	boleochory	1		scattered or in small groups	mountain plants	3	small variation (I)		4	small variation (I)	1	small variation (I)	8	5	small variation (I)		3	small variation (I)	1		1.5	small variation (I)		2	large variation (II)				1	small variation (I)	Alpine orophyte		June	August	Capsule					idiochorophytes or indigenes	simple raceme	raceme													Chamaephyte_Hemicryptophyte						wintergreen		close to nature (strictly urbanophobous)	20					Indigenous			Chlorophyllian		5			7	9	entomogamous	entomogamous	hermaphroditic and normal sexual												inconspicuous reserve organ	sss		cushions	Herbaceous
12231				little forage value	>							one-seeded generative dispersule	protandrous	Unassisted dispersal	boleochory	1		scattered or in small groups	pioneer plants of low elevation	1	small variation (I)	3	2	small variation (I)	1	small variation (I)	6	3	small variation (I)	3	4	small variation (I)	3	2	2	small variation (I)	8	4	small variation (I)			3	2.5	large variation (II)			June	August	Capsule			sensitive to moderately tolerant		idiochorophytes or indigenes	raceme of racemes	raceme											simple		Chamaephyte_Hemicryptophyte	biennial_pluriennial		persistent green			evergreen		close to nature (strictly urbanophobous)	5		sensitive to moderately tolerant			Indigenous	13		Chlorophyllian		15	diploid	22.5	25	30	autogamous		hermaphroditic and normal sexual				Hemirosette plant		0.78		0.0285		0.35		fleshy basal leaves	sss		above-ground runners	Herbaceous
12236	10	6			=	Stolons	Roots with generative buds					one-seeded generative dispersule	homogamous_protandrous_protogynous	Unassisted dispersal	boleochory	1		in larger groups	mountain plants	3	small variation (I)	2	4	small variation (I)	1	small variation (I)	7	5	large variation (II)	5	3.5	small variation (I)	3	2	1.5	small variation (I)	8	4	large variation (II)	0		4	1	small variation (I)		25000	April	August_July	Capsule					idiochorophytes or indigenes	simple raceme	raceme	mesomorphic										scale-like		Chamaephyte_Hemicryptophyte	pluriennial		persistent green			evergreen		close to nature (strictly urbanophobous)	11					Indigenous	13		Chlorophyllian	3	3	diploid_tetraploid	14	4	6			hermaphroditic and normal sexual		1		Erosulate plant	0.55	1.09		0.0924		0.59	14.8	inconspicuous reserve organ	css	no_yes	basal lateral shoots_cushions	Suffrutescent
12241					=	Stolons		6				one-seeded generative dispersule	protandrous	Unassisted dispersal	boleochory	4		scattered or in small groups	mountain plants	3	small variation (I)	4	3	small variation (I)	1	small variation (I)	6	5	large variation (II)	6	2	small variation (I)	1	6	1.5	small variation (I)	8	4	large variation (II)			3	2	large variation (II)			May	July	Capsule				forbs	idiochorophytes or indigenes	raceme of racemes	raceme	scleromorphic	75	0.640924674	10				244.53	0.00932		simple		Chamaephyte_Hemicryptophyte	pluriennial		persistent green			evergreen	0.7	close to nature (strictly urbanophobous)						Indigenous	7		Chlorophyllian		12	tetraploid	22.5	4	30			hermaphroditic and normal sexual		1.5		Hemirosette plant_Rosette plant	0.3	0.87		0.055		0.37	6.785	fleshy basal leaves	sss	no	basal lateral shoots	Suffrutescent
12243					=										boleochory			scattered or in small groups		3	small variation (I)		3	small variation (I)	1	small variation (I)		5	small variation (I)		2	small variation (I)	1		2	small variation (I)		2	small variation (I)				1.5	small variation (I)			May	September						idiochorophytes or indigenes															Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)																		hermaphroditic and normal sexual												inconspicuous reserve organ	css		cushions	
12245					=									Unassisted dispersal	boleochory	1		scattered or in small groups		3	small variation (I)		3	small variation (I)	1	small variation (I)	6	5	small variation (I)		2	small variation (I)	1		1.5	small variation (I)		2	small variation (I)				1.5	small variation (I)	West Alpine orophyte		May	September	Capsule					idiochorophytes or indigenes	simple raceme	raceme													Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)						Indigenous			Chlorophyllian		9			12	15			hermaphroditic and normal sexual												inconspicuous reserve organ	css		cushions	Herbaceous
12256					=	Stolons								Unassisted dispersal	boleochory	1		scattered or in small groups	mountain plants	3	small variation (I)		3	small variation (I)	1	small variation (I)	8	5	small variation (I)		3	small variation (I)	1		1.5	small variation (I)		2	small variation (I)				1	small variation (I)	West Alpine orophyte		May	August	Capsule					idiochorophytes or indigenes															Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)						Indigenous			Chlorophyllian		3		3.5	4	6			hermaphroditic and normal sexual												inconspicuous reserve organ	sss		cushions	Suffrutescent
12257					=									Unassisted dispersal	boleochory	1		scattered or in small groups		3	small variation (I)		3	small variation (I)	1	small variation (I)	8	5	small variation (I)		3	small variation (I)	1		1.5	small variation (I)		4	small variation (I)				1	small variation (I)	West Alpine orophyte		June	August	Capsule					idiochorophytes or indigenes	simple raceme	raceme													Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)						Indigenous			Chlorophyllian		3			4	6			hermaphroditic and normal sexual												inconspicuous reserve organ	sss		cushions	Suffrutescent
12258					=									Unassisted dispersal	boleochory			scattered or in small groups	mountain plants	3	small variation (I)		3	small variation (I)	1	small variation (I)	8	5	small variation (I)		3	small variation (I)	1		1.5	small variation (I)		2	small variation (I)				1	small variation (I)			May	August	Capsule					idiochorophytes or indigenes	simple raceme	raceme													Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)						Indigenous			Chlorophyllian		3			4	6			hermaphroditic and normal sexual												inconspicuous reserve organ	sss		cushions	Suffrutescent
